Date;RH;Tmin;year;DOY;RAD;Rain;Pressure;WindSpeed;Tmax;Tair;
29/01/10;70.31;19.86;2010;29;17.79;0.29;941.2;0.76;30.04;23.97;
30/01/10;64.9;18.71;2010;30;16.1;0.54;940.7;0.63;30.45;23.56;
31/01/10;82.36;18.55;2010;31;10.21;7.09;941.6;0.81;28.15;22.21;
01/02/10;71.23;19.66;2010;32;11.81;0.32;941.5;0.93;30.27;24.03;
02/02/10;72.51;19.91;2010;33;12.65;0.68;941.1;0.86;30.39;24.28;
03/02/10;69.04;20.27;2010;34;16.12;0.0;941.4;0.99;30.62;24.56;
04/02/10;64.94;19.81;2010;35;18.59;0.0;941.7;0.61;31.48;24.71;
05/02/10;54.95;18.92;2010;36;21.53;0.0;941.9;0.42;33.18;24.64;
06/02/10;64.24;18.12;2010;37;19.72;0.15;942.1;0.61;31.72;24.44;
07/02/10;67.69;20.18;2010;38;11.55;0.06;941.9;0.68;30.6;24.37;
08/02/10;63.35;18.26;2010;39;14.71;0.12;942.1;0.65;30.85;23.94;
09/02/10;60.51;19.56;2010;40;19.7;0.21;941.7;0.29;33.76;26.02;
10/02/10;66.33;20.97;2010;41;19.01;0.98;941.9;0.69;31.41;25.12;
11/02/10;62.96;19.87;2010;42;18.46;0.04;941.2;0.8;30.92;24.45;
12/02/10;52.73;17.84;2010;43;22.6;0.02;939.9;0.33;33.78;24.91;
13/02/10;64.83;18.64;2010;44;15.95;0.16;942.4;0.76;27.06;22.74;
14/02/10;54.79;15.83;2010;45;19.74;0.0;942.2;0.61;31.1;22.84;
15/02/10;60.84;17.89;2010;46;14.73;0.1;941.9;0.47;31.67;24.4;
16/02/10;71.16;20.17;2010;47;15.42;0.46;942.4;0.85;29.4;24.06;
17/02/10;65.39;18.5;2010;48;13.04;0.24;943.5;1.17;30.39;23.3;
18/02/10;65.31;17.47;2010;49;14.11;0.21;944.2;1.29;27.73;21.56;
19/02/10;63.73;17.4;2010;50;14.51;0.0;943.6;0.96;29.55;22.85;
20/02/10;63.87;18.71;2010;51;17.15;0.0;943.0;0.74;31.17;24.47;
21/02/10;60.71;20.67;2010;52;14.14;0.0;941.7;0.6;33.29;26.33;
22/02/10;55.31;20.87;2010;53;20.25;0.0;939.1;0.55;35.0;27.45;
23/02/10;50.18;22.25;2010;54;21.35;0.0;937.9;0.66;37.14;28.78;
24/02/10;51.62;21.1;2010;55;17.6;1.69;939.6;0.67;36.53;28.2;
25/02/10;65.92;18.27;2010;56;13.85;2.1;944.0;0.93;28.87;23.15;
26/02/10;56.37;16.64;2010;57;22.5;0.0;942.5;0.51;32.8;24.24;
27/02/10;61.45;19.99;2010;58;19.83;0.0;942.5;0.38;32.37;25.67;
28/02/10;61.42;19.5;2010;59;12.48;0.01;943.8;0.98;30.11;24.15;
01/03/10;54.01;17.72;2010;60;18.92;0.0;941.9;0.53;33.41;24.88;
02/03/10;54.94;19.31;2010;61;22.85;0.64;940.9;0.42;36.08;26.93;
03/03/10;60.93;20.8;2010;62;13.53;0.08;943.1;0.92;30.7;25.09;
04/03/10;59.34;18.09;2010;63;18.87;0.0;944.3;0.86;29.9;23.33;
05/03/10;53.22;17.0;2010;64;12.69;0.0;943.8;0.9;31.1;23.24;
06/03/10;51.22;16.56;2010;65;18.14;0.0;943.7;0.99;30.49;22.77;
07/03/10;49.74;15.55;2010;66;24.25;0.0;944.4;1.04;29.25;21.56;
08/03/10;49.84;15.55;2010;67;23.62;0.0;943.3;0.88;30.23;21.94;
09/03/10;42.9;14.58;2010;68;24.88;0.0;941.1;0.5;34.33;23.55;
10/03/10;46.28;17.1;2010;69;23.85;0.0;940.0;0.52;35.56;25.69;
11/03/10;45.57;17.88;2010;70;24.79;0.0;938.5;0.8;36.67;27.02;
12/03/10;37.86;17.95;2010;71;24.93;0.0;937.7;0.89;39.23;27.98;
13/03/10;55.54;20.98;2010;72;19.1;0.11;940.4;0.58;34.71;27.09;
14/03/10;50.52;19.51;2010;73;19.41;0.0;941.6;0.52;34.63;26.9;
15/03/10;55.39;21.25;2010;74;18.79;0.02;941.9;0.48;35.35;27.87;
16/03/10;60.98;22.24;2010;75;20.07;0.8;942.0;0.69;34.45;27.57;
17/03/10;77.02;20.97;2010;76;18.73;5.36;942.9;0.63;30.01;24.39;
18/03/10;69.84;19.07;2010;77;12.22;1.16;944.1;1.0;29.51;23.44;
19/03/10;53.6;16.56;2010;78;23.33;0.0;944.0;0.74;32.13;23.9;
20/03/10;52.14;16.9;2010;79;24.4;0.0;942.8;0.52;33.38;24.76;
21/03/10;55.82;19.78;2010;80;13.2;0.17;942.7;0.58;35.08;27.1;
22/03/10;64.74;21.05;2010;81;20.52;0.35;943.8;1.14;32.73;25.96;
23/03/10;63.91;19.38;2010;82;9.81;0.0;943.0;1.19;32.65;25.2;
24/03/10;54.41;19.98;2010;83;21.98;0.0;942.5;0.84;32.83;25.77;
25/03/10;53.29;18.82;2010;84;23.2;0.0;942.1;0.49;34.48;26.51;
26/03/10;53.16;20.96;2010;85;21.7;0.0;941.8;0.52;34.83;27.71;
27/03/10;53.16;21.45;2010;86;20.7;0.0;941.8;0.63;34.54;27.48;
28/03/10;50.94;20.88;2010;87;22.0;0.0;941.0;0.65;34.52;27.05;
29/03/10;53.08;20.75;2010;88;21.73;0.0;941.0;0.73;34.63;27.23;
30/03/10;57.43;20.47;2010;89;19.44;0.04;942.9;1.01;32.94;25.98;
31/03/10;52.08;19.77;2010;90;24.83;0.04;943.9;0.89;33.53;26.13;
01/04/10;57.59;20.0;2010;91;20.11;0.07;943.1;0.94;33.13;26.08;
02/04/10;53.48;20.57;2010;92;19.1;1.43;941.4;0.71;34.49;26.83;
03/04/10;65.52;20.32;2010;93;19.79;14.01;940.8;0.57;33.7;25.95;
04/04/10;76.5;20.53;2010;94;20.01;7.98;942.4;0.7;30.62;24.43;
05/04/10;66.66;20.17;2010;95;15.11;0.79;943.2;0.85;31.77;25.24;
06/04/10;66.31;20.49;2010;96;9.96;0.28;942.5;0.83;32.04;25.48;
07/04/10;63.88;20.55;2010;97;15.28;1.06;941.6;0.6;31.78;25.48;
08/04/10;64.73;19.85;2010;98;18.12;3.3;941.4;0.49;32.65;25.58;
09/04/10;66.03;20.49;2010;99;19.23;2.44;943.0;0.72;32.09;25.5;
10/04/10;63.0;20.12;2010;100;18.25;0.3;944.7;0.95;32.48;25.67;
11/04/10;56.64;20.14;2010;101;22.95;0.0;943.8;0.99;32.56;26.0;
12/04/10;48.35;19.05;2010;102;25.79;0.0;942.1;0.67;33.13;25.93;
13/04/10;49.47;20.32;2010;103;23.53;0.43;941.8;0.49;33.75;26.54;
14/04/10;53.51;19.92;2010;104;21.08;0.76;942.5;0.51;34.03;26.43;
15/04/10;56.59;21.32;2010;105;21.93;0.55;942.4;0.44;34.06;26.99;
16/04/10;69.3;21.73;2010;106;20.41;3.15;941.5;0.24;31.27;25.32;
17/04/10;72.94;21.43;2010;107;17.11;2.72;941.6;0.34;28.45;24.14;
18/04/10;69.84;20.86;2010;108;23.08;3.75;941.9;0.21;31.01;25.1;
19/04/10;72.4;21.44;2010;109;21.2;9.26;942.6;0.39;32.33;25.77;
20/04/10;76.21;21.7;2010;110;20.55;13.52;942.7;0.41;31.01;25.23;
21/04/10;70.29;21.02;2010;111;17.38;4.33;941.2;0.42;32.93;26.18;
22/04/10;61.29;20.81;2010;112;24.85;1.49;941.1;0.53;34.15;26.97;
23/04/10;50.63;20.94;2010;113;25.67;0.0;941.4;0.61;34.84;27.38;
24/04/10;58.79;20.74;2010;114;14.93;0.0;941.2;0.52;34.95;27.72;
25/04/10;58.42;22.64;2010;115;14.94;0.05;940.2;0.36;33.92;27.85;
26/04/10;59.73;22.81;2010;116;21.73;1.6;939.9;0.39;35.36;28.25;
27/04/10;70.22;22.09;2010;117;21.77;7.98;941.0;0.43;34.09;27.25;
28/04/10;82.35;22.7;2010;118;22.51;30.19;942.4;0.29;31.18;26.03;
29/04/10;88.46;22.83;2010;119;20.43;12.64;942.7;0.33;28.04;24.82;
30/04/10;86.09;21.99;2010;120;12.19;3.68;942.1;0.41;26.87;23.86;
01/05/10;83.98;21.68;2010;121;16.86;1.64;941.7;0.42;28.11;24.56;
02/05/10;69.43;22.03;2010;122;15.5;0.74;942.3;0.44;32.47;26.69;
03/05/10;63.23;21.1;2010;123;22.85;0.44;943.2;0.47;33.16;26.69;
04/05/10;61.76;21.1;2010;124;20.99;0.34;942.6;0.56;32.66;26.43;
05/05/10;61.13;20.59;2010;125;19.89;0.74;942.6;0.52;32.34;26.06;
06/05/10;56.35;20.9;2010;126;21.95;0.55;942.7;0.62;32.79;26.31;
07/05/10;65.98;20.69;2010;127;18.8;0.81;942.9;0.76;31.51;25.73;
08/05/10;59.23;21.05;2010;128;13.56;0.01;943.1;0.83;33.48;26.85;
09/05/10;60.58;21.07;2010;129;20.66;0.06;944.0;0.99;32.44;26.43;
10/05/10;57.28;20.77;2010;130;22.63;0.0;943.6;1.02;32.86;26.49;
11/05/10;59.32;21.29;2010;131;16.03;0.0;942.9;0.96;33.12;26.78;
12/05/10;61.58;21.75;2010;132;14.86;0.39;941.8;0.98;33.75;27.18;
13/05/10;68.23;21.7;2010;133;16.8;3.08;942.5;0.99;32.57;26.16;
14/05/10;74.49;21.12;2010;134;16.38;7.98;943.6;0.91;31.51;25.22;
15/05/10;74.62;21.55;2010;135;13.48;5.35;943.1;0.81;31.87;25.66;
16/05/10;80.49;21.93;2010;136;15.05;14.57;942.7;0.61;30.71;25.41;
17/05/10;83.98;22.14;2010;137;7.91;14.96;942.4;0.63;30.34;25.3;
18/05/10;83.85;22.07;2010;138;16.05;12.18;941.8;0.55;29.86;25.16;
19/05/10;79.72;21.89;2010;139;18.59;2.8;940.7;0.39;30.81;25.92;
20/05/10;84.64;22.52;2010;140;18.89;13.99;940.6;0.35;30.11;25.51;
21/05/10;86.33;22.81;2010;141;19.59;5.06;941.3;0.28;28.9;25.27;
22/05/10;78.67;22.64;2010;142;20.69;2.57;940.4;0.25;30.73;25.92;
23/05/10;85.58;22.22;2010;143;14.65;6.74;939.5;0.42;28.98;24.55;
24/05/10;85.08;21.38;2010;144;15.34;8.6;939.6;0.27;28.49;23.98;
25/05/10;77.02;20.99;2010;145;16.93;3.28;939.8;0.38;30.72;25.2;
26/05/10;91.69;21.51;2010;146;7.79;20.4;940.1;0.57;26.48;23.69;
27/05/10;91.0;21.07;2010;147;8.84;24.14;940.8;0.59;28.1;23.93;
28/05/10;91.45;21.57;2010;148;14.0;46.01;941.7;0.58;27.45;24.02;
29/05/10;88.84;21.26;2010;149;19.85;37.07;942.2;0.6;27.17;23.52;
30/05/10;89.86;20.53;2010;150;18.45;50.1;942.9;0.72;27.23;23.32;
31/05/10;87.42;21.17;2010;151;20.78;0.63;944.0;0.55;28.71;24.66;
01/06/10;86.25;21.45;2010;152;20.92;2.2;943.5;0.27;29.26;25.01;
02/06/10;84.95;21.95;2010;153;22.64;0.79;942.3;0.33;28.92;24.9;
03/06/10;87.3;21.64;2010;154;17.31;2.01;942.1;0.37;27.74;24.25;
04/06/10;87.52;21.4;2010;155;16.44;2.41;943.3;0.43;27.51;24.04;
05/06/10;87.25;21.94;2010;156;19.41;0.0;943.8;0.41;28.36;24.74;
06/06/10;81.51;20.71;2010;157;21.05;0.26;943.7;0.5;29.33;24.62;
07/06/10;81.55;20.43;2010;158;21.35;1.13;943.3;0.46;28.9;24.28;
08/06/10;83.22;21.2;2010;159;6.74;1.0;944.2;0.39;27.91;24.5;
09/06/10;88.18;21.87;2010;160;18.06;1.29;944.8;0.41;26.47;23.78;
10/06/10;84.58;20.38;2010;161;20.2;3.97;944.5;0.43;27.63;23.57;
11/06/10;91.2;20.31;2010;162;9.36;21.76;944.3;0.53;26.13;22.71;
12/06/10;90.21;20.21;2010;163;10.24;21.14;945.1;0.58;25.48;22.36;
13/06/10;90.54;20.1;2010;164;17.3;12.73;944.0;0.5;26.85;22.98;
14/06/10;87.47;20.38;2010;165;17.5;7.9;943.0;0.49;27.87;23.71;
15/06/10;91.87;21.52;2010;166;9.69;21.05;943.1;0.49;26.02;23.25;
16/06/10;94.23;20.9;2010;167;15.25;7.01;944.3;0.53;25.05;22.61;
17/06/10;89.66;20.19;2010;168;16.48;5.06;944.0;0.53;27.18;23.34;
18/06/10;88.23;21.12;2010;169;11.0;1.06;944.0;0.58;26.93;23.56;
19/06/10;88.55;20.22;2010;170;13.27;2.54;944.0;0.52;26.06;22.66;
20/06/10;90.61;20.13;2010;171;14.68;3.07;942.8;0.49;26.42;22.94;
21/06/10;85.12;20.63;2010;172;12.4;1.14;942.9;0.51;26.72;23.3;
22/06/10;88.41;20.59;2010;173;19.41;5.05;942.9;0.41;27.83;23.6;
23/06/10;89.5;21.33;2010;174;19.99;3.42;942.9;0.35;27.52;24.01;
24/06/10;84.39;21.15;2010;175;21.09;6.07;941.2;0.29;28.86;24.82;
25/06/10;92.05;22.06;2010;176;19.38;15.52;939.5;0.34;27.1;24.4;
26/06/10;96.26;21.52;2010;177;14.9;15.78;938.9;0.57;25.07;23.21;
27/06/10;88.95;20.72;2010;178;18.09;9.79;940.2;0.51;27.74;23.69;
28/06/10;88.26;21.0;2010;179;19.54;1.89;940.5;0.56;27.9;23.98;
29/06/10;89.82;21.46;2010;180;17.11;0.3;941.4;0.45;26.62;23.82;
30/06/10;83.68;20.86;2010;181;20.73;0.51;942.9;0.35;28.84;24.38;
01/07/10;87.55;21.24;2010;182;17.11;3.45;943.3;0.46;28.12;24.15;
02/07/10;94.1;18.83;2010;183;19.34;9.96;943.2;0.53;24.31;21.9;
03/07/10;86.1;18.12;2010;184;17.5;6.95;942.5;0.39;27.59;22.77;
04/07/10;90.92;20.87;2010;185;19.0;7.55;942.8;0.27;25.11;22.78;
05/07/10;91.6;20.57;2010;186;16.11;4.97;941.6;0.45;27.19;23.39;
06/07/10;89.61;20.83;2010;187;14.4;6.45;941.6;0.36;27.25;23.61;
07/07/10;87.7;21.12;2010;188;18.88;4.79;941.6;0.29;27.82;23.94;
08/07/10;90.78;20.54;2010;189;14.94;6.54;942.2;0.33;26.54;23.23;
09/07/10;91.33;20.97;2010;190;12.02;4.56;943.0;0.49;25.38;22.83;
10/07/10;91.87;21.41;2010;191;9.91;2.69;942.9;0.68;25.18;22.99;
11/07/10;92.81;20.33;2010;192;13.36;23.41;943.5;0.62;24.6;22.51;
12/07/10;90.83;19.36;2010;193;11.37;27.6;943.5;0.62;25.7;21.78;
13/07/10;89.23;18.8;2010;194;11.74;2.56;943.5;0.52;26.29;22.45;
14/07/10;92.11;20.52;2010;195;15.39;2.97;944.1;0.58;25.93;22.76;
15/07/10;90.99;20.22;2010;196;15.14;2.79;943.6;0.49;25.71;22.62;
16/07/10;91.04;19.91;2010;197;15.05;10.31;943.4;0.44;25.35;22.18;
17/07/10;88.93;19.12;2010;198;13.11;24.76;943.7;0.24;26.05;22.29;
18/07/10;92.0;19.95;2010;199;18.07;8.46;943.3;0.43;26.81;22.91;
19/07/10;89.18;20.39;2010;200;18.09;1.07;942.4;0.45;27.44;23.45;
20/07/10;87.56;20.61;2010;201;20.63;7.16;942.2;0.46;27.4;23.84;
21/07/10;89.76;20.97;2010;202;22.37;10.54;942.4;0.45;27.81;24.08;
22/07/10;90.69;20.95;2010;203;21.28;1.91;942.4;0.26;27.12;23.96;
23/07/10;88.82;21.51;2010;204;18.72;5.52;943.0;0.35;28.25;24.49;
24/07/10;89.73;21.61;2010;205;21.28;4.38;943.5;0.45;27.6;23.97;
25/07/10;94.47;21.21;2010;206;15.57;44.37;943.2;0.41;25.01;22.76;
26/07/10;95.44;20.7;2010;207;10.53;29.45;943.2;0.56;24.99;22.45;
27/07/10;94.22;21.19;2010;208;12.49;17.09;943.4;0.56;26.47;23.16;
28/07/10;89.22;20.84;2010;209;16.99;5.9;944.3;0.6;27.58;23.57;
29/07/10;90.91;19.37;2010;210;9.75;8.22;945.1;0.66;26.61;22.54;
30/07/10;92.06;18.0;2010;211;15.87;15.41;943.0;0.41;26.35;22.21;
31/07/10;93.75;20.34;2010;212;18.88;7.66;941.8;0.51;25.37;22.75;
01/08/10;94.36;20.3;2010;213;6.21;7.65;941.6;0.5;25.16;22.43;
02/08/10;92.4;19.71;2010;214;8.87;10.8;941.9;0.4;24.55;22.16;
03/08/10;89.94;20.98;2010;215;6.97;0.92;942.9;0.49;25.77;22.92;
04/08/10;91.62;20.66;2010;216;15.89;12.01;942.3;0.52;26.37;23.14;
05/08/10;92.35;20.48;2010;217;16.6;13.17;942.0;0.41;26.27;22.95;
06/08/10;90.08;20.04;2010;218;17.52;8.43;942.3;0.27;25.58;22.74;
07/08/10;93.38;20.93;2010;219;17.46;6.5;942.1;0.29;25.87;23.18;
08/08/10;90.13;21.38;2010;220;16.09;0.88;942.7;0.44;26.58;23.46;
09/08/10;90.93;20.87;2010;221;9.53;2.29;942.8;0.45;26.7;23.16;
10/08/10;89.38;19.89;2010;222;18.16;2.83;942.0;0.44;28.01;23.74;
11/08/10;87.15;20.94;2010;223;18.03;2.58;942.3;0.41;27.43;23.78;
12/08/10;89.88;21.63;2010;224;22.14;2.84;942.4;0.31;27.4;23.93;
13/08/10;86.72;20.75;2010;225;17.42;2.7;942.8;0.35;26.93;23.37;
14/08/10;88.69;20.19;2010;226;12.69;5.4;943.5;0.44;27.25;23.3;
15/08/10;92.6;20.83;2010;227;17.47;5.59;944.3;0.32;26.12;23.0;
16/08/10;91.74;19.95;2010;228;18.03;5.03;944.0;0.47;24.86;22.08;
17/08/10;89.61;19.36;2010;229;11.53;3.29;944.3;0.5;25.68;22.22;
18/08/10;88.02;19.17;2010;230;18.19;4.19;944.6;0.39;26.21;22.33;
19/08/10;86.07;18.77;2010;231;21.22;4.33;942.4;0.28;27.02;22.51;
20/08/10;89.52;19.86;2010;232;18.69;8.47;941.4;0.26;26.82;22.72;
21/08/10;93.21;19.75;2010;233;14.34;10.39;942.4;0.48;25.05;21.95;
22/08/10;93.06;19.25;2010;234;14.35;12.58;943.5;0.3;25.39;22.1;
23/08/10;91.72;20.07;2010;235;19.27;2.88;943.4;0.18;26.03;22.51;
24/08/10;85.55;19.88;2010;236;15.61;1.52;942.6;0.34;26.8;23.01;
25/08/10;86.42;19.28;2010;237;20.99;1.89;942.8;0.36;27.53;23.23;
26/08/10;88.89;19.84;2010;238;18.85;5.49;942.3;0.37;26.91;23.04;
27/08/10;91.16;20.48;2010;239;15.14;9.31;941.6;0.41;26.53;22.81;
28/08/10;90.68;20.0;2010;240;15.79;8.51;941.4;0.38;26.66;22.91;
29/08/10;91.89;20.14;2010;241;17.66;21.31;942.0;0.4;26.47;22.75;
30/08/10;91.47;20.09;2010;242;21.1;6.85;943.4;0.34;26.55;22.94;
31/08/10;87.96;20.42;2010;243;21.03;3.46;942.1;0.36;27.57;23.57;
01/09/10;90.75;20.5;2010;244;17.99;11.07;940.5;0.39;27.34;23.5;
02/09/10;90.25;20.05;2010;245;18.58;12.96;942.0;0.48;26.76;22.96;
03/09/10;91.84;20.27;2010;246;18.23;8.45;943.7;0.38;26.5;23.15;
04/09/10;90.38;20.88;2010;247;20.55;3.39;943.9;0.24;26.35;23.13;
05/09/10;88.68;19.57;2010;248;16.7;3.64;942.6;0.5;26.6;22.43;
06/09/10;87.46;18.46;2010;249;16.54;4.26;943.5;0.47;26.5;22.16;
07/09/10;92.97;19.93;2010;250;12.89;8.55;944.0;0.44;25.87;22.62;
08/09/10;89.39;20.62;2010;251;18.63;0.09;943.3;0.34;26.59;23.16;
09/09/10;87.59;20.23;2010;252;20.79;6.81;942.2;0.33;28.02;23.89;
10/09/10;90.55;21.19;2010;253;20.69;18.98;942.0;0.24;27.57;23.84;
11/09/10;91.63;21.15;2010;254;16.4;36.06;941.8;0.32;26.44;23.14;
12/09/10;93.34;20.84;2010;255;17.77;16.5;941.4;0.37;26.99;23.51;
13/09/10;90.96;20.67;2010;256;21.56;12.16;940.8;0.4;26.98;23.47;
14/09/10;89.68;21.04;2010;257;20.32;2.04;940.7;0.31;27.24;23.47;
15/09/10;87.48;20.65;2010;258;19.18;0.31;941.0;0.22;27.65;23.72;
16/09/10;89.59;21.06;2010;259;18.25;1.72;941.0;0.33;27.38;23.74;
17/09/10;88.98;20.72;2010;260;20.79;3.07;940.6;0.33;25.96;23.12;
18/09/10;89.0;20.01;2010;261;21.49;10.3;940.3;0.27;28.03;23.99;
19/09/10;94.1;21.78;2010;262;18.63;22.29;941.7;0.23;25.42;23.32;
20/09/10;92.53;20.61;2010;263;20.84;22.85;941.0;0.29;26.44;23.17;
21/09/10;89.68;19.98;2010;264;19.73;2.88;940.6;0.29;26.84;23.08;
22/09/10;88.88;20.08;2010;265;20.66;5.61;941.4;0.31;27.01;23.15;
23/09/10;92.78;20.61;2010;266;10.49;15.33;941.2;0.26;24.82;22.47;
24/09/10;96.06;20.42;2010;267;4.77;16.58;939.9;0.37;23.81;21.84;
25/09/10;96.03;19.68;2010;268;10.18;17.39;938.3;0.45;24.71;22.05;
26/09/10;92.66;19.86;2010;269;9.17;16.31;939.0;0.86;25.78;22.35;
27/09/10;90.32;20.63;2010;270;7.84;8.05;938.8;0.98;26.63;23.11;
28/09/10;92.39;21.38;2010;271;10.34;11.76;936.8;1.09;25.41;22.89;
29/09/10;87.82;20.26;2010;272;13.54;8.49;937.8;1.03;25.84;22.48;
30/09/10;90.36;19.53;2010;273;16.24;5.58;939.9;0.73;26.82;22.83;
01/10/10;94.07;19.5;2010;274;13.92;9.62;941.0;0.38;24.38;21.8;
02/10/10;93.06;20.54;2010;275;18.49;4.83;941.4;0.25;24.47;22.16;
03/10/10;89.05;19.68;2010;276;18.56;0.1;942.6;0.22;24.87;22.02;
04/10/10;86.41;19.0;2010;277;23.44;0.01;943.4;0.46;25.03;21.66;
05/10/10;86.17;18.19;2010;278;22.44;0.27;943.5;0.49;26.05;21.71;
06/10/10;87.25;18.14;2010;279;21.59;0.44;942.8;0.52;26.45;22.03;
07/10/10;84.35;18.24;2010;280;23.08;0.08;943.0;0.6;26.08;21.7;
08/10/10;86.56;17.58;2010;281;19.84;0.61;943.9;0.58;26.1;21.56;
09/10/10;85.43;17.88;2010;282;21.24;0.02;943.7;0.58;25.7;21.23;
10/10/10;87.82;17.11;2010;283;21.14;3.23;942.4;0.47;26.01;21.5;
11/10/10;90.36;18.85;2010;284;17.97;1.7;941.8;0.46;25.08;21.72;
12/10/10;90.05;19.22;2010;285;18.99;0.19;942.1;0.39;26.38;22.54;
13/10/10;93.25;20.56;2010;286;16.97;0.63;943.1;0.52;24.78;22.24;
14/10/10;90.96;19.87;2010;287;18.8;0.13;943.5;0.6;24.84;22.06;
15/10/10;89.63;19.86;2010;288;14.83;0.65;943.5;0.67;25.44;22.22;
16/10/10;89.01;19.99;2010;289;16.58;0.41;944.4;0.59;24.99;21.88;
17/10/10;88.31;18.85;2010;290;13.1;1.14;944.4;0.59;25.0;21.45;
18/10/10;90.54;17.88;2010;291;16.26;6.24;943.2;0.41;24.61;20.77;
19/10/10;87.86;18.5;2010;292;19.37;16.97;942.2;0.29;26.37;22.27;
20/10/10;89.49;18.77;2010;293;19.44;10.98;942.4;0.36;26.92;22.6;
21/10/10;87.45;19.17;2010;294;18.93;0.59;942.4;0.42;26.96;22.72;
22/10/10;86.74;18.78;2010;295;22.59;0.82;942.3;0.47;26.42;22.01;
23/10/10;90.84;18.56;2010;296;18.77;9.63;941.4;0.37;26.65;22.72;
24/10/10;91.7;20.48;2010;297;15.84;0.02;941.7;0.22;24.45;22.03;
25/10/10;88.85;19.58;2010;298;15.57;1.55;941.3;0.4;25.9;22.19;
26/10/10;90.36;19.86;2010;299;17.96;2.64;941.4;0.42;27.01;23.06;
27/10/10;91.92;20.65;2010;300;12.64;5.45;943.0;0.4;27.02;23.22;
28/10/10;87.58;20.15;2010;301;17.66;1.7;942.9;0.49;26.86;23.07;
29/10/10;89.18;19.75;2010;302;20.1;1.27;942.9;0.56;25.85;22.24;
30/10/10;86.78;18.39;2010;303;18.56;0.0;943.3;0.64;25.58;21.38;
31/10/10;87.42;18.22;2010;304;12.82;0.05;943.5;0.54;26.5;22.24;
01/11/10;87.91;19.32;2010;305;12.38;0.29;944.4;0.51;26.12;22.5;
02/11/10;89.47;19.74;2010;306;14.39;1.61;942.6;0.43;26.52;22.53;
03/11/10;91.03;19.66;2010;307;17.77;1.84;940.0;0.28;25.11;21.99;
04/11/10;85.55;18.18;2010;308;16.34;0.95;939.9;0.44;26.39;21.93;
05/11/10;82.45;15.73;2010;309;21.15;0.02;942.8;0.59;24.64;19.85;
06/11/10;85.79;15.79;2010;310;17.06;0.36;945.4;0.75;24.23;19.47;
07/11/10;84.84;16.56;2010;311;15.13;0.33;945.2;0.8;22.72;19.11;
08/11/10;84.75;15.86;2010;312;16.46;0.17;943.5;0.64;22.96;18.65;
09/11/10;85.21;14.75;2010;313;20.62;0.06;942.5;0.53;23.63;18.73;
10/11/10;86.69;15.55;2010;314;20.79;0.03;942.8;0.42;24.84;19.65;
11/11/10;88.24;17.03;2010;315;19.34;0.18;944.4;0.46;25.34;20.88;
12/11/10;87.79;17.79;2010;316;11.55;0.9;944.8;0.49;25.29;20.98;
