Date;year;DOY;Tair;RAD;Pressure;WindSpeed;CO2;DegreeDays;PAR;FDiff;VPD;Tmax;Tmin;RH;Rain
18/01/2013;2013;18;18.144;10.076;898.704;0.867;395.583;8.144;4.837;0.439;4.055;25.8;18.1;56;0
19/01/2013;2013;19;17.674;7.507;899.195;0.703;395.583;7.674;3.603;0.476;3.294;26.8;14.2;65;0
20/01/2013;2013;20;18.687;11.895;898.205;0.924;395.583;8.687;5.71;0.412;4.73;29.4;16;68;0
21/01/2013;2013;21;18.719;20.587;896.74;1.167;395.583;8.719;9.882;0.256;5.717;29.6;17;66;0
22/01/2013;2013;22;19.088;19.01;897.491;1.354;395.583;9.088;9.125;0.289;5.276;30.8;17.6;67;0
23/01/2013;2013;23;18.758;18.886;897.087;1.127;395.583;8.758;9.065;0.298;4.349;32.2;18.5;62;0
24/01/2013;2013;24;18.768;18.622;896.875;1.084;395.583;8.768;8.939;0.293;4.989;30.6;18.6;64;0
25/01/2013;2013;25;17.843;7.738;897.455;0.542;395.583;7.843;3.714;0.464;2.512;28.8;17.2;65;0
26/01/2013;2013;26;18.136;13.279;897.666;0.934;395.583;8.136;6.374;0.391;3.532;31.8;16.5;63;0
27/01/2013;2013;27;18.883;20.089;898.369;1.203;395.583;8.883;9.643;0.262;6.021;33.4;18;64;0
28/01/2013;2013;28;19.665;22.498;898.373;1.34;395.583;9.665;10.799;0.222;6.69;33.2;18.2;66;0
29/01/2013;2013;29;18.15;9.457;898.226;0.882;395.583;8.15;4.539;0.437;3.242;34.4;17.6;73;0
30/01/2013;2013;30;19.185;16.24;898.451;1.027;395.583;9.185;7.795;0.336;3.422;34;17.5;68;0
31/01/2013;2013;31;18.87;18.373;898.12;1.199;395.583;8.87;8.819;0.321;3.033;32;18;57;0
01/02/2013;2013;32;17.8;10.354;897.999;1.071;395.583;7.8;4.97;0.421;3.371;31.2;18;64;0
02/02/2013;2013;33;17.114;12.01;897.367;0.955;395.583;7.114;5.765;0.415;5.095;33;18.5;68;0
03/02/2013;2013;34;17.804;16.776;895.851;0.984;395.583;7.804;8.052;0.337;5.261;32.8;18.4;63;0
04/02/2013;2013;35;18.561;20.255;897.816;1.003;395.583;8.561;9.722;0.286;6.126;33.2;17.6;69;0
05/02/2013;2013;36;18.764;23.203;898.191;1.323;395.583;8.764;11.137;0.199;5.963;34;17;73;0
06/02/2013;2013;37;18.619;15.99;897.803;1.064;395.583;8.619;7.675;0.348;6.022;33.2;20.5;70;0.5
07/02/2013;2013;38;18.639;23.263;898.403;1.25;395.583;8.639;11.166;0.205;5.775;33.6;20.5;71;0
08/02/2013;2013;39;18.556;22.903;898.792;1.419;395.583;8.556;10.993;0.225;5.613;35.2;18;59;0
09/02/2013;2013;40;18.259;18.016;898.731;1.201;395.583;8.259;8.648;0.313;5.555;33.6;17;55;0
10/02/2013;2013;41;18.489;23.268;899.2;1.44;395.583;8.489;11.169;0.218;6.465;33.6;17.4;59;0
11/02/2013;2013;42;18.747;18.515;899.157;1.398;395.583;8.747;8.887;0.294;8.203;34;15.5;70;0
12/02/2013;2013;43;17.816;12.412;898.19;0.954;395.583;7.816;5.958;0.405;5.07;34.4;18;71;0
13/02/2013;2013;44;18.464;17.678;896.183;1.086;395.583;8.464;8.485;0.328;3.41;34;18.3;68;0
14/02/2013;2013;45;17.441;8.122;895.794;0.528;395.583;7.441;3.899;0.462;1.288;33;17.8;74;0
15/02/2013;2013;46;18.814;22.175;897.352;1.297;395.583;8.814;10.644;0.241;5.481;34.4;18.5;75;0
16/02/2013;2013;47;18.754;17.941;899.943;1.256;395.583;8.754;8.612;0.338;4.975;33;19.4;60;0
17/02/2013;2013;48;18.355;21.562;899.03;1.664;395.583;8.355;10.35;0.265;4.362;26.6;19.9;53;0
18/02/2013;2013;49;18.545;9.778;899.103;1.203;395.583;8.545;4.694;0.445;4.991;33.2;15.6;60;0
19/02/2013;2013;50;18.109;19.34;900.121;1.32;395.583;8.109;9.283;0.302;4.589;34.4;15.2;60;0
20/02/2013;2013;51;19.116;13.877;900.055;1.003;395.583;9.116;6.661;0.392;5.164;34;19;66;0
21/02/2013;2013;52;18.424;12.762;899.156;0.934;395.583;8.424;6.126;0.417;3.435;35;18.7;70;0
22/02/2013;2013;53;18.827;19.552;897.897;1.23;395.583;8.827;9.385;0.29;4.7;34.8;19;73;0
23/02/2013;2013;54;18.791;15.935;896.786;0.922;395.583;8.791;7.649;0.363;3.445;33.4;16.4;67;0
24/02/2013;2013;55;18.801;11.688;898.404;0.848;395.583;8.801;5.61;0.427;2.383;35.4;15.5;63;0
25/02/2013;2013;56;18.464;10.517;899.629;0.817;395.583;8.464;5.048;0.444;1.692;32.8;17.2;68;0
26/02/2013;2013;57;19.995;20.568;899.875;1.358;395.583;9.995;9.873;0.277;4.352;34.8;16.2;65;0
27/02/2013;2013;58;19.204;15.202;898.743;1.078;395.583;9.204;7.297;0.364;2.757;35.6;19.9;66;0
28/02/2013;2013;59;18.814;18.317;898.533;1.091;395.583;8.814;8.792;0.314;3.335;35.4;21.4;56;0
01/03/2013;2013;60;17.62;4.624;898.942;0.472;395.583;7.62;2.22;0.479;0.458;34.6;19.1;60;0
02/03/2013;2013;61;17.415;5.871;899.636;0.581;395.583;7.415;2.818;0.473;1.398;27;19;54;0
03/03/2013;2013;62;14.5;3.189;899.775;1.144;395.583;4.5;1.531;0.479;0.052;25.6;15.6;41;0
04/03/2013;2013;63;16.221;11.563;899.184;0.856;395.583;6.221;5.55;0.433;0.671;31.8;14.6;50;0
05/03/2013;2013;64;18.166;17.335;899.342;0.885;395.583;8.166;8.321;0.354;1.312;35.2;15.8;52;0
06/03/2013;2013;65;18.214;3.812;899.21;0.704;395.583;8.214;1.83;0.479;0.327;33.4;17;52;0
07/03/2013;2013;66;18.232;5.532;899.71;1.519;395.583;8.232;2.656;0.479;1.122;30.6;20.1;55;0
08/03/2013;2013;67;17.994;5.769;900.018;1.414;395.583;7.994;2.769;0.479;0.48;34;17.6;42;0
09/03/2013;2013;68;18.8;15.436;900.918;0.997;395.583;8.8;7.409;0.374;2.299;34.2;17.6;61;0
10/03/2013;2013;69;18.799;13.862;900.541;0.868;395.583;8.799;6.654;0.397;2.266;35.4;16.9;65;0
11/03/2013;2013;70;19.759;18.961;899.219;1.033;395.583;9.759;9.101;0.336;3.33;35.4;17.2;65;0
12/03/2013;2013;71;19.788;17.132;897.515;1.505;395.583;9.788;8.223;0.343;3.31;35.2;20;61;0
13/03/2013;2013;72;17.972;9.123;898.115;0.78;395.583;7.972;4.379;0.448;1.729;33.2;20.2;60;0
14/03/2013;2013;73;16.423;5.673;898.703;0.683;395.583;6.423;2.723;0.479;0.99;28;20.7;51;0
15/03/2013;2013;74;17.356;7.313;898.578;0.588;395.583;7.356;3.51;0.466;3.964;29.2;19;55;0
16/03/2013;2013;75;19.2;25.178;898.907;1.512;395.583;9.2;12.085;0.198;6.387;34;17.4;51;0
17/03/2013;2013;76;19.101;22.306;898.991;1.326;395.583;9.101;10.707;0.273;3.896;35.6;17.4;65;0
18/03/2013;2013;77;19.736;20.109;899.187;1.234;395.583;9.736;9.652;0.32;3.298;35.6;19.3;68;0
19/03/2013;2013;78;20.312;22.551;899.521;1.305;395.583;10.312;10.825;0.271;4.276;37.4;18.5;68;0
20/03/2013;2013;79;20.042;22.077;898.474;1.247;395.583;10.042;10.597;0.261;5.328;36.4;20;63;0
21/03/2013;2013;80;20.201;22.526;897.973;1.217;395.583;10.201;10.813;0.272;5.923;36.6;18.2;69;0
25/03/2013;2013;84;21.558;24.546;897.266;1.508;395.583;11.557;11.782;0.256;6.625;36.2;20;69;0
26/03/2013;2013;85;20.278;22.73;898.206;1.545;395.583;10.278;10.91;0.299;4.643;33.4;21.7;58;0
27/03/2013;2013;86;18.89;20.564;899.19;1.673;395.583;8.89;9.871;0.346;4.482;30.5;21;56;0
01/04/2013;2013;91;20.188;18.699;900.499;1.369;395.583;10.188;8.976;0.377;2.196;37;19;63;0
02/04/2013;2013;92;19.448;12.968;899.351;0.852;395.583;9.447;6.225;0.461;1.816;36.2;22;64;0
03/04/2013;2013;93;19.001;11.028;898.366;0.708;395.583;9.001;5.294;0.47;2.028;36.2;20.2;69;0
04/04/2013;2013;94;20.513;19.24;898.179;0.977;395.583;10.513;9.235;0.343;3.86;36.2;18.5;64;0
08/04/2013;2013;98;20.138;24.278;897.842;1.253;395.583;10.138;11.654;0.271;5.69;35.2;21;71;0
09/04/2013;2013;99;20.276;18.946;898.534;1.206;395.583;10.276;9.094;0.371;2.973;34;20.5;69;0
10/04/2013;2013;100;19.879;19.127;899.459;1.027;395.583;9.879;9.181;0.347;3.546;35.4;19.9;70;0
11/04/2013;2013;101;20.485;23.492;899.248;1.053;395.583;10.485;11.276;0.286;4.375;35.6;18;68;0
15/04/2013;2013;105;21.492;24.116;897.91;1.293;395.583;11.492;11.576;0.275;4.713;35.8;21;84;0
16/04/2013;2013;106;21.174;23.057;897.609;1.296;395.583;11.174;11.068;0.305;3.984;34.8;18.1;59;0
17/04/2013;2013;107;20.629;21.742;897.304;1.194;395.583;10.629;10.436;0.308;4.481;36.2;23.4;72;0
18/04/2013;2013;108;19.473;11.939;898.254;0.907;395.583;9.473;5.731;0.467;2.982;36;19.4;75;7
19/04/2013;2013;109;19.388;9.03;899.445;0.65;395.583;9.388;4.335;0.508;3.121;35.6;20;77;0
20/04/2013;2013;110;19.647;12.589;899.283;0.527;395.583;9.647;6.043;0.449;3.526;34.2;21.2;79;1.2
21/04/2013;2013;111;19.023;10.921;898.364;0.631;395.583;9.023;5.242;0.441;2.6;32.6;20.4;73;2.5
22/04/2013;2013;112;18.481;13.529;897.623;0.877;395.583;8.481;6.494;0.412;3.154;35;22.1;69;0
23/04/2013;2013;113;19.645;25.822;897.174;1.059;395.583;9.645;12.395;0.24;6.364;36.2;19.2;74;0
24/04/2013;2013;114;20.181;25.572;897.6;1.353;395.583;10.181;12.275;0.246;6.271;33.8;20.4;79;1.4
25/04/2013;2013;115;20.356;21.547;897.976;1.296;395.583;10.356;10.343;0.311;4.79;36;21;41;0
26/04/2013;2013;116;19.157;14.875;898.545;1.095;395.583;9.157;7.14;0.428;4.07;35.4;20;62;0
27/04/2013;2013;117;19.247;21.826;898.16;1.571;395.583;9.247;10.477;0.309;6.346;36;19;59;0
28/04/2013;2013;118;19.633;20.17;898.613;0.114;395.583;9.633;9.682;0.34;6.255;33.6;16.6;74;0
29/04/2013;2013;119;19.841;24.359;898.109;0;395.583;9.841;11.692;0.278;4.894;31.6;21.4;77;0
30/04/2013;2013;120;20.372;17.613;897.61;0.567;395.583;10.372;8.454;0.379;3.447;32.6;21.3;67;0
01/05/2013;2013;121;21.42;19.178;897.548;0.66;395.583;11.42;9.206;0.342;5.902;32.8;18.5;71;0
02/05/2013;2013;122;21.143;13.407;897.084;0.552;395.583;11.143;6.435;0.412;4.299;36;20.7;75;0
03/05/2013;2013;123;21.208;14.338;898.129;0.796;395.583;11.208;6.882;0.413;4.211;34.4;20;59;3.8
04/05/2013;2013;124;18.593;7.379;898.513;0.896;395.583;8.593;3.542;0.513;3.171;34;21.5;67;0
05/05/2013;2013;125;19.72;23.576;897.103;1.38;395.583;9.72;11.317;0.279;6.317;34.4;20;71;0
06/05/2013;2013;126;20.006;24.685;896.303;1.328;395.583;10.006;11.849;0.256;6.057;34.4;20.9;75;2
07/05/2013;2013;127;19.019;25.057;897.22;0.893;395.583;9.019;12.027;0.243;8.53;34.6;20.6;73;0
08/05/2013;2013;128;19.187;23.758;897.816;0.615;395.583;9.187;11.404;0.278;7.183;33;19.4;75;4.5
09/05/2013;2013;129;20.314;23.748;897.082;0.665;395.583;10.314;11.399;0.273;5.512;35.4;19.8;75;0
10/05/2013;2013;130;19.676;10.965;896.499;0.889;395.583;9.676;5.263;0.48;2.52;34.2;19.2;76;53.6
11/05/2013;2013;131;21.284;21.67;895.978;1.13;395.583;11.284;10.402;0.301;4.468;34.6;21.4;80;0
12/05/2013;2013;132;19.302;8.832;896.464;0.697;395.583;9.302;4.239;0.47;1.655;32.6;21;83;1.8
13/05/2013;2013;133;18.586;7.399;897.667;1.157;395.583;8.586;3.551;0.511;0.943;32.8;20.4;58;24
14/05/2013;2013;134;18.51;8.523;898.076;1.001;395.583;8.51;4.091;0.48;1.898;33.8;19;50;0
15/05/2013;2013;135;19.071;18.197;897.356;1.344;395.583;9.071;8.735;0.37;4.962;34.2;19;53;0
16/05/2013;2013;136;19.446;16.633;897.439;1.175;395.583;9.446;7.984;0.4;5.618;33.2;18.4;69;0
17/05/2013;2013;137;18.575;8.794;898.214;0.911;395.583;8.575;4.221;0.505;2.914;34.8;21.5;70;0
18/05/2013;2013;138;19.317;14.405;897.627;0.964;395.583;9.317;6.914;0.432;2.727;33.4;22;76;0.3
19/05/2013;2013;139;20.663;20.844;896.673;1.263;395.583;10.663;10.005;0.322;3.533;32.4;21;76;22
20/05/2013;2013;140;19.815;8.549;896.548;0.72;395.583;9.815;4.103;0.514;1.672;33.2;21.5;78;0
21/05/2013;2013;141;20.367;17.399;896.777;1.045;395.583;10.367;8.352;0.366;3.289;32.4;20.8;83;0
22/05/2013;2013;142;19.589;12.892;896.908;1.027;395.583;9.589;6.188;0.42;2.238;30;21.4;93;0
23/05/2013;2013;143;20.305;14.877;898.313;1.027;395.583;10.305;7.141;0.407;2.726;33.2;20;78;20.8
24/05/2013;2013;144;19.781;13.964;897.85;1.079;395.583;9.781;6.703;0.442;2.915;32;21;85;2.8
25/05/2013;2013;145;19.286;8.267;897.271;0.769;395.583;9.286;3.968;0.512;1.231;32.8;19.5;83;27
26/05/2013;2013;146;20.667;21.254;897.37;1.166;395.583;10.667;10.202;0.327;3.847;30.8;20.5;87;71
27/05/2013;2013;147;20.159;15.057;898.351;0.933;395.583;10.159;7.228;0.416;2.965;26.2;20;94;52
28/05/2013;2013;148;20.519;20.973;898.454;1.186;395.583;10.519;10.067;0.333;3.595;28.2;20;94;2
29/05/2013;2013;149;19.78;14.715;898.047;1.11;395.583;9.78;7.063;0.409;2.989;29;19.5;79;25
30/05/2013;2013;150;19.293;10.018;897.411;0.776;395.583;9.293;4.809;0.462;1.919;31.7;19.6;76;0
31/05/2013;2013;151;20.33;17.127;898.344;1.028;395.583;10.33;8.221;0.392;3.064;30.8;18.2;81;0
01/06/2013;2013;152;19.492;10.948;898.966;0.982;395.583;9.492;5.255;0.467;2.584;30.6;19.5;86;0
02/06/2013;2013;153;20.445;15.346;898.256;1.012;395.583;10.445;7.366;0.401;3.982;31;19;90;0
03/06/2013;2013;154;21.265;19.374;898.486;1.117;395.583;11.265;9.299;0.336;3.514;32;19.8;83;1.9
04/06/2013;2013;155;20.794;17.331;899.469;1.175;395.583;10.794;8.319;0.364;3.712;30.6;21;99;4
05/06/2013;2013;156;21.175;23.229;899.151;1.075;395.583;11.175;11.15;0.269;4.761;31.4;20;82;15.7
06/06/2013;2013;157;20.286;20.925;899.108;0.911;395.583;10.286;10.044;0.32;2.899;31.4;19;85;0
07/06/2013;2013;158;20.954;22.971;898.616;0.943;395.583;10.954;11.026;0.273;4.805;31.8;21.7;96;0
08/06/2013;2013;159;18.866;4.351;897.935;0.235;395.583;8.866;2.089;0.521;2.006;32.8;20.5;85;9
09/06/2013;2013;160;20.375;16.973;897.255;0.731;395.583;10.375;8.147;0.402;4.207;32.4;20;78;3
10/06/2013;2013;161;19.66;11.977;897.341;0.715;395.583;9.66;5.749;0.468;3.566;32.6;21;79;0
11/06/2013;2013;162;20.418;18.584;897.786;0.786;395.583;10.418;8.92;0.347;4.513;31.2;18.5;84;13
12/06/2013;2013;163;19.685;7.902;898.131;0.471;395.583;9.685;3.793;0.5;2.096;34;18.8;83;13
13/06/2013;2013;164;20.302;17.944;898.233;0.928;395.583;10.302;8.613;0.345;3.017;32.8;20.1;82;2.2
14/06/2013;2013;165;19.942;19.059;898.385;0.845;395.583;9.942;9.148;0.328;2.733;31;19.5;87;12.5
15/06/2013;2013;166;20.694;18.374;898.487;0.734;395.583;10.694;8.82;0.341;3.624;33.2;20.8;74;1
16/06/2013;2013;167;20.394;15.21;898.215;0.821;395.583;10.394;7.301;0.387;3.504;33.4;20.5;77;35
17/06/2013;2013;168;21.16;19.131;898.453;0.859;395.583;11.16;9.183;0.353;2.73;31.8;21;79;2.5
18/06/2013;2013;169;20.693;14.2;898.556;0.936;395.583;10.693;6.816;0.438;3.027;32.4;20.5;79;0
19/06/2013;2013;170;20.733;20.981;898.526;0.935;395.583;10.733;10.071;0.33;3.307;32.9;20.6;83;2.4
20/06/2013;2013;171;19.946;9.446;897.541;0.45;395.583;9.946;4.534;0.503;2.366;32;20.5;86;35.4
21/06/2013;2013;172;20.08;10.912;897.215;0.559;395.583;10.08;5.238;0.48;3.485;32.6;20.8;82;1
22/06/2013;2013;173;19.912;13.944;898.7;0.987;395.583;9.912;6.693;0.441;2.71;31.6;19;83;9.7
23/06/2013;2013;174;18.981;11.613;898.7;0.52;395.583;8.981;5.574;0.465;2.108;31.4;19.6;78;13.4
24/06/2013;2013;175;19.056;10.426;898.7;0.503;395.583;9.056;5.005;0.489;2.476;32;18.6;84;8
25/06/2013;2013;176;19.204;11.122;898.7;0.852;395.583;9.204;5.338;0.436;2.431;32.4;20;80;0.2
26/06/2013;2013;177;19.996;17.761;898.7;0.856;395.583;9.996;8.525;0.365;2.688;31;19;81;30.5
27/06/2013;2013;178;19.02;7.722;898.7;0.508;395.583;9.02;3.707;0.507;0.619;32.6;20.2;83;0
28/06/2013;2013;179;19.703;11.248;898.7;0.361;395.583;9.703;5.399;0.483;2.778;31.6;20;86;45.3
29/06/2013;2013;180;19.558;15.449;898.7;0.601;395.583;9.558;7.416;0.385;2.813;30.2;19;87;40.7
30/06/2013;2013;181;20.034;15.986;898.7;0.726;395.583;10.034;7.673;0.412;3.898;28.4;21;90;0
01/07/2013;2013;182;19.781;16.916;898.7;0.651;395.583;9.781;8.12;0.404;3.217;30;19.9;85;0.9
02/07/2013;2013;183;20.117;16.029;898.7;0.621;395.583;10.117;7.694;0.377;3.051;30.2;21;92;1.7
03/07/2013;2013;184;20.638;18.365;898.7;0.683;395.583;10.638;8.815;0.353;3.921;30.6;20;91;3
04/07/2013;2013;185;19.739;18.463;898.7;0.782;395.583;9.739;8.862;0.335;2.874;28.6;19.4;88;12.7
05/07/2013;2013;186;20.01;20.804;898.7;0.886;395.583;10.01;9.986;0.314;3.873;31.8;20.1;84;16.8
06/07/2013;2013;187;19.881;18.966;898.7;0.848;395.583;9.881;9.104;0.339;3.291;31.8;21;82;0.5
07/07/2013;2013;188;19.336;14.022;898.7;0.588;395.583;9.336;6.731;0.418;2.268;31.4;19.5;62;0
08/07/2013;2013;189;19.906;13.791;898.7;0.668;395.583;9.906;6.619;0.438;3.47;32.4;19.1;75;0
09/07/2013;2013;190;20.424;16.724;898.7;0.867;395.583;10.424;8.028;0.393;3.481;32.8;21;80;1
10/07/2013;2013;191;20.476;20.395;898.7;0.871;395.583;10.476;9.79;0.342;3.004;32.2;19.5;74;0
11/07/2013;2013;192;19.654;9.663;898.7;0.403;395.583;9.654;4.638;0.5;1.697;31.8;18;80;18.6
12/07/2013;2013;193;20.477;17.95;898.7;0.685;395.583;10.477;8.616;0.357;3.062;30.9;18.6;85;10
13/07/2013;2013;194;20.374;23.937;898.7;1.095;395.583;10.374;11.49;0.28;4.29;28.8;20;85;7.5
14/07/2013;2013;195;19.653;16.627;898.7;0.718;395.583;9.653;7.981;0.398;4.272;31.2;19.5;84;0
15/07/2013;2013;196;19.511;20.24;898.7;0.888;395.583;9.511;9.715;0.326;2.931;32;19.5;77;0
16/07/2013;2013;197;19.804;12.977;898.7;0.52;395.583;9.804;6.229;0.469;3.628;32.6;20.6;82;0
17/07/2013;2013;198;20.16;16.073;898.7;0.79;395.583;10.16;7.715;0.395;3.526;32;20;77;3
18/07/2013;2013;199;20.309;14.863;898.7;0.672;395.583;10.309;7.134;0.433;2.393;33;19;82;3
19/07/2013;2013;200;19.456;7.085;898.7;0.37;395.583;9.456;3.401;0.515;1.043;32.3;18.6;83;48.2
20/07/2013;2013;201;20.365;14.693;898.7;0.636;395.583;10.365;7.053;0.426;3.042;31.8;19.6;86;4.2
21/07/2013;2013;202;19.675;11.174;898.7;0.602;395.583;9.675;5.364;0.479;2.017;32.2;17.9;85;8.5
22/07/2013;2013;203;18.95;10.429;898.7;0.477;395.583;8.95;5.006;0.479;2.088;32.4;19.4;77;5.6
23/07/2013;2013;204;20.254;12.153;898.7;0.849;395.583;10.254;5.834;0.472;3.067;32;21.3;82;0
24/07/2013;2013;205;19.924;8.309;898.7;0.534;395.583;9.924;3.988;0.499;2.219;32.6;19.9;83;0
25/07/2013;2013;206;20.619;17.071;898.7;0.792;395.583;10.619;8.194;0.399;2.493;32.6;20.5;72;2
26/07/2013;2013;207;19.492;0.125;898.7;0.552;395.583;9.492;0.06;0.521;1.941;32.8;20;72;0
27/07/2013;2013;208;18.53;0.127;898.7;0.521;395.583;8.53;0.061;0.521;1.548;32.6;20.5;68;0
28/07/2013;2013;209;19.745;0.126;898.7;0.612;395.583;9.745;0.061;0.521;1.776;32.6;20.4;76;0
29/07/2013;2013;210;19.145;7.356;898.7;0.303;395.583;9.145;3.531;0.512;2.077;32.6;19.5;76;7
30/07/2013;2013;211;19.151;9.938;898.7;0.326;395.583;9.151;4.77;0.494;2.499;32.2;19.5;82;11.9
31/07/2013;2013;212;19.367;12.581;898.7;0.503;395.583;9.367;6.039;0.452;2.224;32.6;19.4;78;2.2
01/08/2013;2013;213;19.347;11.367;898.7;0.705;395.583;9.347;5.456;0.475;3.736;32.4;20;76;1.2
02/08/2013;2013;214;19.145;16.593;898.7;0.76;395.583;9.145;7.964;0.377;2.332;31.6;18.6;76;30
03/08/2013;2013;215;20.015;19.947;898.7;0.824;395.583;10.015;9.574;0.355;2.392;30.2;19.2;81;7
04/08/2013;2013;216;19.636;12.361;898.7;0.53;395.583;9.636;5.933;0.453;3.306;32.2;19.6;85;4
05/08/2013;2013;217;20.129;12.571;898.7;0.675;395.583;10.129;6.034;0.467;3.415;32.2;19.5;80;26
06/08/2013;2013;218;20.123;14.877;898.7;0.577;395.583;10.123;7.141;0.431;3.259;32.2;20.3;69;0.9
07/08/2013;2013;219;19.448;21.916;898.7;0.975;395.583;9.448;10.52;0.312;4.437;32.6;20.5;75;0.2
08/08/2013;2013;220;19.38;22.575;898.7;1.065;395.583;9.38;10.836;0.298;4.13;32;18;79;11.7
09/08/2013;2013;221;19.621;15.738;898.7;0.761;395.583;9.621;7.554;0.377;5.083;30.2;19;82;8
10/08/2013;2013;222;19.268;14.62;898.7;0.639;395.583;9.268;7.017;0.426;3.35;31;18.1;81;0
11/08/2013;2013;223;19.831;20.121;898.7;0.758;395.583;9.831;9.658;0.328;3.833;31.4;19.5;85;30
12/08/2013;2013;224;19.711;22.362;898.7;1.108;395.583;9.711;10.734;0.322;5.577;32.2;19.2;84;16.7
13/08/2013;2013;225;20.253;18.068;898.7;0.779;395.583;10.252;8.673;0.423;1.678;30.6;20.4;83;0.8
14/08/2013;2013;226;21.039;24.213;898.7;1.259;395.583;11.04;11.622;0.33;2.394;32;19.8;78;1
15/08/2013;2013;227;21.053;25.107;898.7;1.309;395.583;11.053;12.052;0.315;1.806;32.6;19.7;79;0
16/08/2013;2013;228;21.574;18.058;898.7;1.035;395.583;11.575;8.668;0.42;3.589;32.6;19.4;86;3
17/08/2013;2013;229;20.231;14.358;898.7;0.882;395.583;10.231;6.892;0.481;3.412;30.8;19.4;86;29
18/08/2013;2013;230;19.182;21.247;898.7;0.99;395.583;9.182;10.199;0.372;3.652;31.4;20.4;81;0
19/08/2013;2013;231;19.205;25.348;898.7;1.26;395.583;9.205;12.167;0.313;1.443;31.6;18.6;84;13.3
20/08/2013;2013;232;20.318;21.149;898.7;1.102;395.583;10.319;10.152;0.367;3.8;32;18;86;25
21/08/2013;2013;233;20.81;17.315;898.7;0.907;395.583;10.81;8.311;0.431;2.862;32.6;17.6;82;16.7
22/08/2013;2013;234;20.349;20.721;898.7;1.327;395.583;10.349;9.946;0.374;3.178;32;20;77;60.9
23/08/2013;2013;235;18.836;15.393;899.621;1.008;395.583;8.836;7.389;0.44;4.334;31.6;21;84;0
24/08/2013;2013;236;19.593;22.17;899.202;1.192;395.583;9.593;10.641;0.35;2.402;27.4;20.3;91;2.8
25/08/2013;2013;237;19.991;18.306;898.918;0.866;395.583;9.992;8.787;0.395;2.925;29.2;21;89;2.8
26/08/2013;2013;238;21.051;23.834;898.197;1.389;395.583;11.05;11.441;0.316;4.351;31.4;18;81;18
27/08/2013;2013;239;19.773;14.126;898.76;1.428;395.583;9.773;6.781;0.472;4.201;32.6;20;79;0
28/08/2013;2013;240;19.775;17.88;899.362;1.041;395.583;9.775;8.582;0.432;3.532;30.4;18.5;83;30
29/08/2013;2013;241;21.204;10.74;898.324;0.899;395.583;11.205;5.155;0.478;4.5;31.4;19.4;85;3
30/08/2013;2013;242;20.833;9.711;897.768;0.936;395.583;10.832;4.661;0.507;3.857;32.2;20.4;79;0
31/08/2013;2013;243;19.87;14.46;898.312;1.12;395.583;9.869;6.941;0.468;6.116;31;19.9;90;11.5
01/09/2013;2013;244;18.996;24.068;898.917;1.221;395.583;8.995;11.553;0.326;5.491;27.4;20;95;40.5
02/09/2013;2013;245;19.727;21.688;899.594;1.205;395.583;9.728;10.41;0.339;4.346;30.8;19.2;94;0
03/09/2013;2013;246;20.402;19.313;899.486;1.104;395.583;10.401;9.27;0.401;2.896;32.4;19.9;85;16.6
