Regiones,Fecha,Mes,Year,Fec,Latitud,Longitud,Altura,Variedad,Fenologia,Hojas Evaluadas,Hojas con Roya,Incidencia,cat_Variedad,tipo_de_datos
Olancho,4/26/2018,Abril,2018,4,14.99547958,-86.03865051,705,LEMPIRA,Floracion Principal,974,0,0,Medianamente_resistentes,a realizar
Santa Barbara,4/26/2018,Abril,2018,4,14.08802986,-88.33045959,850,LEMPIRA,Formacion de Fruto,813,1,0.12,Medianamente_resistentes,a realizar
Copan,4/24/2018,Abril,2018,4,14.55296421,-88.94736481,914,LEMPIRA,Floracion,483,2,0.41,Medianamente_resistentes,a realizar
Santa Barbara,4/24/2018,Abril,2018,4,14.44626999,-88.20426941,1061,LEMPIRA,Floracion Principal,824,4,0.49,Medianamente_resistentes,a realizar
Comayagua,2/19/2018,Febrero,2018,2,14.57011986,-87.35965729,887,LEMPIRA,Madurez Fisiologica,673,95,14.12,Medianamente_resistentes,a realizar
Comayagua,2/23/2018,Febrero,2018,2,14.58286953,-88.11325073,1032,LEMPIRA,Madurez Fisiologica,946,69,7.29,Medianamente_resistentes,a realizar
Francisco Morazan,2/20/2018,Febrero,2018,2,14.54076958,-87.41029358,890,MEZCLA,Floracion,728,116,15.93,Medianamente_resistentes,a realizar
Comayagua,2/19/2018,Febrero,2018,2,14.44540024,-87.34249878,869,LEMPIRA,Hojas Nuevas Mayor al 30%,490,78,15.92,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,14.44464302,-86.67134094,1083,LEMPIRA,Madurez Fisiologica,1026,46,4.48,Medianamente_resistentes,a realizar
El Paraiso,2/21/2018,Febrero,2018,2,13.8050642,-86.59120941,1020,LEMPIRA,Floracion Loca,586,82,13.99,Medianamente_resistentes,a realizar
Comayagua,2/21/2018,Febrero,2018,2,14.65746689,-87.97280121,975,MEZCLA,Madurez Fisiologica,929,29,3.12,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,14.93599987,-88.38230133,758,LEMPIRA,Hojas Nuevas Mayor al 30%,481,27,5.61,Medianamente_resistentes,a realizar
Comayagua,2/21/2018,Febrero,2018,2,14.38000011,-87.33000183,895,CATIMOR,Hojas Nuevas Mayor al 30%,611,77,12.6,Medianamente_resistentes,a realizar
Copan,2/20/2018,Febrero,2018,2,14.37393856,-88.91236115,1093,CATIMOR,Hojas Nuevas Mayor al 30%,1131,0,0,Medianamente_resistentes,a realizar
Olancho,2/23/2018,Febrero,2018,2,14.43008041,-86.12579346,1022,LEMPIRA,Hojas Nuevas Mayor al 30%,527,89,16.89,Medianamente_resistentes,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,14.3091383,-86.34230042,953,LEMPIRA,Hojas Nuevas Mayor al 30%,818,109,13.33,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,14.99547958,-86.03865051,705,LEMPIRA,Hojas Nuevas Mayor al 30%,890,3,0.34,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,14.96539974,-88.46814728,746,LEMPIRA,Madurez Fisiologica,499,221,44.29,Medianamente_resistentes,a realizar
Santa Barbara,2/22/2018,Febrero,2018,2,15.12880039,-88.50430298,1042,MEZCLA,Hojas Nuevas Mayor al 30%,678,134,19.76,Medianamente_resistentes,a realizar
Cortes,2/21/2018,Febrero,2018,2,14.96916008,-87.99189758,760,LEMPIRA,Hojas Nuevas Mayor al 30%,1261,151,11.97,Medianamente_resistentes,a realizar
Olancho,2/23/2018,Febrero,2018,2,14.43008041,-86.12579346,1022,LEMPIRA,Hojas Nuevas Mayor al 30%,597,39,6.53,Medianamente_resistentes,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,14.36999989,-86.69000244,893,LEMPIRA,Fruto Consistente,571,19,3.33,Medianamente_resistentes,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,13.84143734,-86.46511078,711,LEMPIRA,Hojas Nuevas Mayor al 30%,659,108,16.39,Medianamente_resistentes,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,13.94859982,-86.2562027,1065,LEMPIRA,Madurez Fisiologica,567,79,13.93,Medianamente_resistentes,a realizar
Copan,2/15/2018,Febrero,2018,2,14.48209953,-89.04090118,1079,LEMPIRA,Madurez Fisiologica,1075,28,2.6,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,14.48591232,-86.66484833,912,LEMPIRA,Floracion Loca,750,50,6.67,Medianamente_resistentes,a realizar
Copan,2/20/2018,Febrero,2018,2,15.18194389,-88.7436142,914,LEMPIRA,Madurez Fisiologica,864,26,3.01,Medianamente_resistentes,a realizar
Santa Barbara,2/20/2018,Febrero,2018,2,15.19999981,-88.69999695,1057,LEMPIRA,Madurez Fisiologica,960,35,3.65,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,14.48359966,-88.54560089,942,LEMPIRA,Madurez Fisiologica,535,26,4.86,Medianamente_resistentes,a realizar
Copan,2/20/2018,Febrero,2018,2,15.19999981,-88.69999695,959,VILLA SARCHI,Hojas Nuevas Mayor al 30%,834,26,3.12,Medianamente_resistentes,a realizar
Comayagua,2/20/2018,Febrero,2018,2,14.76961517,-87.85020447,1037,LEMPIRA,Madurez Fisiologica,912,40,4.39,Medianamente_resistentes,a realizar
Francisco Morazan,2/21/2018,Febrero,2018,2,14.42064857,-86.77607727,728,LEMPIRA,Madurez Fisiologica,703,116,16.5,Medianamente_resistentes,a realizar
Olancho,2/21/2018,Febrero,2018,2,14.5935297,-86.71330261,970,LEMPIRA,Madurez Fisiologica,874,44,5.03,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,14.44464302,-86.67134094,1083,LEMPIRA,Madurez Fisiologica,1012,51,5.04,Medianamente_resistentes,a realizar
Comayagua,2/21/2018,Febrero,2018,2,14.73775005,-87.9861908,978,LEMPIRA,Madurez Fisiologica,930,24,2.58,Medianamente_resistentes,a realizar
Cortes,2/23/2018,Febrero,2018,2,14.97000027,-88.05000305,838,LEMPIRA,Floracion,1066,147,13.79,Medianamente_resistentes,a realizar
Copan,2/20/2018,Febrero,2018,2,14.53836727,-88.86673737,951,LEMPIRA,Floracion,858,0,0,Medianamente_resistentes,a realizar
Comayagua,2/21/2018,Febrero,2018,2,14.4829998,-87.34100342,925,LEMPIRA,Hojas Nuevas Mayor al 30%,458,79,17.25,Medianamente_resistentes,a realizar
Santa Barbara,2/19/2018,Febrero,2018,2,15.10000038,-88.40000153,943,LEMPIRA,Hojas Nuevas Mayor al 30%,788,382,48.48,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,15.89999962,-86,800,LEMPIRA,Floracion Principal,1155,80,6.93,Medianamente_resistentes,a realizar
Copan,2/16/2018,Febrero,2018,2,14.52470016,-88.59519958,957,LEMPIRA,Madurez Fisiologica,875,38,4.34,Medianamente_resistentes,a realizar
Cortes,2/21/2018,Febrero,2018,2,15.31999969,-86.69000244,882,LEMPIRA,Madurez Fisiologica,1363,0,0,Medianamente_resistentes,a realizar
Francisco Morazan,2/21/2018,Febrero,2018,2,14.40762043,-86.73376465,885,LEMPIRA,Madurez Fisiologica,605,106,17.52,Medianamente_resistentes,a realizar
Cortes,2/28/2018,Febrero,2018,2,14.99894524,-88.05370331,930,LEMPIRA,Hojas Nuevas Mayor al 30%,696,122,17.53,Medianamente_resistentes,a realizar
Copan,2/19/2018,Febrero,2018,2,15.20722198,-88.78971863,811,LEMPIRA,Madurez Fisiologica,1063,180,16.93,Medianamente_resistentes,a realizar
Copan,2/15/2018,Febrero,2018,2,14.5326004,-89.0318985,1046,LEMPIRA,Madurez Fisiologica,945,33,3.49,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,14.8906002,-88.42359924,1094,LEMPIRA,Hojas Nuevas Mayor al 30%,624,86,13.78,Medianamente_resistentes,a realizar
Francisco Morazan,2/20/2018,Febrero,2018,2,13.14249992,-87.2519989,709,LEMPIRA,Hojas Nuevas Mayor al 30%,779,3,0.39,Medianamente_resistentes,a realizar
Francisco Morazan,2/23/2018,Febrero,2018,2,13.21140003,-86.10099792,1051,MEZCLA,Hojas Nuevas Mayor al 30%,992,67,6.75,Medianamente_resistentes,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,13.96049976,-86.26670074,724,LEMPIRA,Floracion Loca,646,99,15.33,Medianamente_resistentes,a realizar
Comayagua,2/19/2018,Febrero,2018,2,14.44250011,-87.3423996,898,LEMPIRA,Hojas Nuevas Mayor al 30%,506,0,0,Medianamente_resistentes,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,14.32999992,-86.68000031,1066,LEMPIRA,Fruto Consistente,510,28,5.49,Medianamente_resistentes,a realizar
Olancho,2/20/2018,Febrero,2018,2,14.99718666,-88.10632324,899,LEMPIRA,Madurez Fisiologica,779,137,17.59,Medianamente_resistentes,a realizar
Olancho,2/21/2018,Febrero,2018,2,14.89358425,-86.11358643,1082,LEMPIRA,Hojas Nuevas Mayor al 30%,1038,0,0,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,15.20522213,-88.23501587,868,LEMPIRA,Madurez Fisiologica,849,356,41.93,Medianamente_resistentes,a realizar
Olancho,2/21/2018,Febrero,2018,2,14.89999962,-85.90000153,1002,LEMPIRA,Floracion Principal,1074,56,5.21,Medianamente_resistentes,a realizar
Santa Barbara,2/20/2018,Febrero,2018,2,14.98999977,-88.08999634,881,LEMPIRA,Madurez Fisiologica,723,47,6.5,Medianamente_resistentes,a realizar
Francisco Morazan,2/22/2018,Febrero,2018,2,14.44612694,-86.81208801,747,LEMPIRA,Hojas Nuevas Mayor al 30%,738,224,30.35,Medianamente_resistentes,a realizar
Olancho,2/20/2018,Febrero,2018,2,14.36719322,-86.3109436,859,LEMPIRA,Hojas Nuevas Mayor al 30%,729,17,2.33,Medianamente_resistentes,a realizar
Cortes,2/20/2018,Febrero,2018,2,15.13893223,-87.63941193,1076,LEMPIRA,Madurez Fisiologica,586,156,26.62,Medianamente_resistentes,a realizar
El Paraiso,2/19/2018,Febrero,2018,2,14.22999954,-86.84999847,915,LEMPIRA,Madurez Fisiologica,707,12,1.7,Medianamente_resistentes,a realizar
El Paraiso,2/21/2018,Febrero,2018,2,14.16186523,-85.95920563,975,LEMPIRA,Hojas Nuevas Mayor al 30%,568,4,0.7,Medianamente_resistentes,a realizar
Francisco Morazan,2/19/2018,Febrero,2018,2,14.54500771,-87.22668457,1074,LEMPIRA,Hojas Nuevas Mayor al 30%,652,235,36.04,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,15.16940975,-88.30069733,825,LEMPIRA,Madurez Fisiologica,893,138,15.45,Medianamente_resistentes,a realizar
Cortes,2/21/2018,Febrero,2018,2,15.31999969,-86.69000244,890,LEMPIRA,Madurez Fisiologica,1406,10,0.71,Medianamente_resistentes,a realizar
El Paraiso,2/19/2018,Febrero,2018,2,14.13920021,-85.97669983,775,LEMPIRA,Hojas Nuevas Mayor al 30%,820,14,1.71,Medianamente_resistentes,a realizar
Francisco Morazan,2/20/2018,Febrero,2018,2,13.13589954,-87.22699738,865,MEZCLA,Hojas Nuevas Mayor al 30%,780,22,2.82,Medianamente_resistentes,a realizar
Francisco Morazan,2/22/2018,Febrero,2018,2,14.71038246,-86.34169006,864,LEMPIRA,Hojas Nuevas Mayor al 30%,700,12,1.71,Medianamente_resistentes,a realizar
Santa Barbara,2/23/2018,Febrero,2018,2,15.15494156,-88.31177521,1079,LEMPIRA,Madurez Fisiologica,980,18,1.84,Medianamente_resistentes,a realizar
Olancho,2/20/2018,Febrero,2018,2,15.01299953,-88.51280212,923,LEMPIRA,Madurez Fisiologica,681,7,1.03,Medianamente_resistentes,a realizar
Santa Barbara,2/19/2018,Febrero,2018,2,15.30000019,-88.59999847,800,LEMPIRA,Hojas Nuevas Mayor al 30%,856,110,12.85,Medianamente_resistentes,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,13.88920021,-86.35189819,741,MEZCLA,Floracion Loca,595,156,26.22,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,14.77527428,-88.0736618,753,LEMPIRA,Madurez Fisiologica,552,147,26.63,Medianamente_resistentes,a realizar
Comayagua,2/19/2018,Febrero,2018,2,14.31000042,-87.36000061,800,CATIMOR,Fin de Cosecha,656,213,32.47,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,14.38278675,-86.34095001,816,LEMPIRA,Hojas Nuevas Mayor al 30%,765,11,1.44,Medianamente_resistentes,a realizar
Cortes,2/22/2018,Febrero,2018,2,15.40875912,-87.65129852,891,LEMPIRA,Madurez Fisiologica,644,211,32.76,Medianamente_resistentes,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,14.35000038,-86.69000244,1029,LEMPIRA,Fruto Consistente,502,9,1.79,Medianamente_resistentes,a realizar
El Paraiso,2/22/2018,Febrero,2018,2,13.7986002,-86.51920319,1068,PACAMARA,Madurez Fisiologica,478,61,12.76,Medianamente_resistentes,a realizar
Copan,2/20/2018,Febrero,2018,2,14.54559994,-89.03140259,828,LEMPIRA,Madurez Fisiologica,1077,21,1.95,Medianamente_resistentes,a realizar
El Paraiso,2/19/2018,Febrero,2018,2,14.15352345,-86.58415222,1049,LEMPIRA,Madurez Fisiologica,419,118,28.16,Medianamente_resistentes,a realizar
Olancho,2/24/2018,Febrero,2018,2,14.67776012,-86.55135345,1068,LEMPIRA,Madurez Fisiologica,1221,2,0.16,Medianamente_resistentes,a realizar
Santa Barbara,2/22/2018,Febrero,2018,2,14.08802986,-88.33045959,850,LEMPIRA,Floracion Principal,1084,8,0.74,Medianamente_resistentes,a realizar
Comayagua,2/20/2018,Febrero,2018,2,14.74409962,-87.36810303,792,LEMPIRA,Floracion,514,142,27.63,Medianamente_resistentes,a realizar
El Paraiso,2/21/2018,Febrero,2018,2,13.80000019,-86.59999847,984,LEMPIRA,Floracion Loca,635,173,27.24,Medianamente_resistentes,a realizar
Comayagua,2/20/2018,Febrero,2018,2,14.8726368,-87.64633179,958,LEMPIRA,Floracion,352,98,27.84,Medianamente_resistentes,a realizar
Comayagua,2/20/2018,Febrero,2018,2,14.76150036,-87.42870331,852,LEMPIRA,Floracion,758,117,15.44,Medianamente_resistentes,a realizar
Olancho,2/20/2018,Febrero,2018,2,14.36719322,-86.3109436,859,LEMPIRA,Hojas Nuevas Mayor al 30%,765,18,2.35,Medianamente_resistentes,a realizar
Copan,2/16/2018,Febrero,2018,2,15.05055618,-88.64638519,969,MEZCLA,Hojas Nuevas Mayor al 30%,901,7,0.78,Medianamente_resistentes,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,14.02585983,-86.2303009,811,LEMPIRA,Floracion Loca,556,183,32.91,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,14.96205616,-86.11873627,1000,LEMPIRA,Hojas Nuevas Mayor al 30%,1124,2,0.18,Medianamente_resistentes,a realizar
Copan,2/26/2018,Febrero,2018,2,14.7826004,-88.71869659,878,LEMPIRA,Floracion Loca,1019,40,3.93,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,15.22147846,-88.23298645,966,LEMPIRA,Floracion Loca,884,36,4.07,Medianamente_resistentes,a realizar
Copan,2/19/2018,Febrero,2018,2,14.88090038,-88.82170105,941,LEMPIRA,Floracion Loca,778,29,3.73,Medianamente_resistentes,a realizar
Comayagua,2/21/2018,Febrero,2018,2,14.69999981,-87,1096,LEMPIRA,Madurez Fisiologica,910,35,3.85,Medianamente_resistentes,a realizar
Olancho,2/21/2018,Febrero,2018,2,14.61116028,-86.71459961,773,LEMPIRA,Floracion Loca,983,19,1.93,Medianamente_resistentes,a realizar
Copan,2/16/2018,Febrero,2018,2,14.52050018,-89.00160217,833,LEMPIRA,Floracion,947,45,4.75,Medianamente_resistentes,a realizar
Comayagua,2/19/2018,Febrero,2018,2,14.31000042,-87.36000061,847,LEMPIRA,Fin de Cosecha,652,104,15.95,Medianamente_resistentes,a realizar
Cortes,2/23/2018,Febrero,2018,2,15.24238968,-87.78012848,1053,LEMPIRA,Madurez Fisiologica,735,55,7.48,Medianamente_resistentes,a realizar
Copan,2/19/2018,Febrero,2018,2,14.80379963,-88.86949921,921,LEMPIRA,Floracion Loca,992,50,5.04,Medianamente_resistentes,a realizar
El Paraiso,2/21/2018,Febrero,2018,2,14.15999985,-86.75,1005,LEMPIRA,Fruto Consistente,485,48,9.9,Medianamente_resistentes,a realizar
Cortes,2/23/2018,Febrero,2018,2,15.23488903,-87.76908875,1093,CATIMOR,Madurez Fisiologica,1129,47,4.16,Medianamente_resistentes,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,14.17863178,-85.9773407,900,LEMPIRA,Floracion Loca,574,15,2.61,Medianamente_resistentes,a realizar
Comayagua,2/20/2018,Febrero,2018,2,14.32999992,-87.33999634,1005,CATIMOR,Hojas Nuevas Mayor al 30%,680,22,3.24,Medianamente_resistentes,a realizar
Copan,2/16/2018,Febrero,2018,2,15.06888866,-88.65499878,900,PACAMARA,Madurez Fisiologica,936,65,6.94,Medianamente_resistentes,a realizar
El Paraiso,2/20/2018,Febrero,2018,2,14.35000038,-86.68000031,1069,LEMPIRA,Fruto Consistente,627,18,2.87,Medianamente_resistentes,a realizar
Copan,2/23/2018,Febrero,2018,2,15,-88.90000153,760,LEMPIRA,Hojas Nuevas Mayor al 30%,757,15,1.98,Medianamente_resistentes,a realizar
Comayagua,2/20/2018,Febrero,2018,2,14.90694523,-87.59761047,1097,LEMPIRA,Madurez Fisiologica,359,132,36.77,Medianamente_resistentes,a realizar
El Paraiso,2/19/2018,Febrero,2018,2,14.17211914,-86.81118774,1099,LEMPIRA,Madurez Fisiologica,864,12,1.39,Medianamente_resistentes,a realizar
Copan,2/16/2018,Febrero,2018,2,15.10000038,-88.59999847,977,LEMPIRA,Hojas Nuevas Mayor al 30%,966,9,0.93,Medianamente_resistentes,a realizar
Comayagua,2/22/2018,Febrero,2018,2,14.35999966,-87.33000183,1045,LEMPIRA,Hojas Nuevas Mayor al 30%,378,93,24.6,Medianamente_resistentes,a realizar
Copan,2/16/2018,Febrero,2018,2,14.53149986,-89.02020264,714,LEMPIRA,Hojas Nuevas Mayor al 30%,1003,10,1,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,14.90929985,-86.13230133,972,LEMPIRA,Madurez Fisiologica,923,17,1.84,Medianamente_resistentes,a realizar
Olancho,2/22/2018,Febrero,2018,2,14.98821163,-86.31076813,1034,LEMPIRA,Madurez Fisiologica,893,24,2.69,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,14.83609962,-88.44550323,1033,LEMPIRA,Fin de Cosecha,544,2,0.37,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,15.11219978,-88.39884949,866,LEMPIRA,Madurez Fisiologica,788,487,61.8,Medianamente_resistentes,a realizar
Copan,2/20/2018,Febrero,2018,2,14.59741974,-88.85162354,915,LEMPIRA,Floracion Loca,636,29,4.56,Medianamente_resistentes,a realizar
Santa Barbara,2/21/2018,Febrero,2018,2,14.48799992,-88.54589844,871,LEMPIRA,Madurez Fisiologica,741,20,2.7,Medianamente_resistentes,a realizar
Comayagua,2/19/2018,Febrero,2018,2,14.94028282,-87.541008,818,LEMPIRA,Floracion,449,105,23.39,Medianamente_resistentes,a realizar
Copan,2/19/2018,Febrero,2018,2,14.55300045,-88.57279968,1029,LEMPIRA,Floracion Loca,996,28,2.81,Medianamente_resistentes,a realizar
Copan,1/23/2018,Enero,2018,1,15.05055618,-88.64638519,969,MEZCLA,Hojas Nuevas Mayor al 30%,891,18,2.02,Medianamente_resistentes,a realizar
Copan,1/25/2018,Enero,2018,1,15.18194389,-88.7436142,914,LEMPIRA,Madurez Fisiologica,1048,21,2,Medianamente_resistentes,a realizar
Santa Barbara,1/24/2018,Enero,2018,1,14.98999977,-88.08999634,881,LEMPIRA,Madurez Fisiologica,654,19,2.91,Medianamente_resistentes,a realizar
Comayagua,1/23/2018,Enero,2018,1,14.76961517,-87.85020447,1037,LEMPIRA,Madurez Fisiologica,967,30,3.1,Medianamente_resistentes,a realizar
Copan,1/23/2018,Enero,2018,1,14.53836727,-88.86673737,951,LEMPIRA,Madurez Fisiologica,965,3,0.31,Medianamente_resistentes,a realizar
Comayagua,1/25/2018,Enero,2018,1,14.94532013,-87.63511658,715,LEMPIRA,Madurez Fisiologica,603,16,2.65,Medianamente_resistentes,a realizar
Olancho,1/26/2018,Enero,2018,1,14.41264534,-86.18874359,988,LEMPIRA,Hojas Nuevas Mayor al 30%,677,4,0.59,Medianamente_resistentes,a realizar
Copan,1/23/2018,Enero,2018,1,14.52470016,-88.59519958,957,LEMPIRA,Madurez Fisiologica,938,29,3.09,Medianamente_resistentes,a realizar
El Paraiso,1/23/2018,Enero,2018,1,14.19211292,-85.9845047,1064,LEMPIRA,Hojas Nuevas Mayor al 30%,825,6,0.73,Medianamente_resistentes,a realizar
Santa Barbara,1/23/2018,Enero,2018,1,15.30000019,-88.69999695,829,LEMPIRA,Madurez Fisiologica,933,6,0.64,Medianamente_resistentes,a realizar
El Paraiso,1/22/2018,Enero,2018,1,14.32999992,-86.68000031,1066,LEMPIRA,Fruto Consistente,543,4,0.74,Medianamente_resistentes,a realizar
Olancho,1/24/2018,Enero,2018,1,14.90929985,-86.13230133,972,LEMPIRA,Madurez Fisiologica,1101,16,1.45,Medianamente_resistentes,a realizar
Santa Barbara,1/24/2018,Enero,2018,1,14.48499966,-88.5510025,900,LEMPIRA,Madurez Fisiologica,692,4,0.58,Medianamente_resistentes,a realizar
Olancho,1/24/2018,Enero,2018,1,14.36719322,-86.3109436,859,LEMPIRA,Hojas Nuevas Mayor al 30%,939,18,1.92,Medianamente_resistentes,a realizar
El Paraiso,1/22/2018,Enero,2018,1,14.17580032,-86.81925964,892,LEMPIRA,Madurez Fisiologica,979,7,0.71,Medianamente_resistentes,a realizar
El Paraiso,1/23/2018,Enero,2018,1,14.17863178,-85.9773407,900,LEMPIRA,Hojas Nuevas Mayor al 30%,573,4,0.7,Medianamente_resistentes,a realizar
Olancho,1/24/2018,Enero,2018,1,14.4212122,-86.66292572,1089,LEMPIRA,Madurez Fisiologica,1083,4,0.37,Medianamente_resistentes,a realizar
Francisco Morazan,1/30/2018,Enero,2018,1,13.13560009,-87.22399902,876,LEMPIRA,Hojas Nuevas Mayor al 30%,955,30,3.14,Medianamente_resistentes,a realizar
Olancho,1/24/2018,Enero,2018,1,14.44464302,-86.67134094,1083,LEMPIRA,Madurez Fisiologica,1117,35,3.13,Medianamente_resistentes,a realizar
Olancho,1/26/2018,Enero,2018,1,14.99547958,-86.03865051,705,LEMPIRA,Madurez Fisiologica,872,0,0,Medianamente_resistentes,a realizar
Copan,1/25/2018,Enero,2018,1,15.16916656,-88.73722076,951,LEMPIRA,Madurez Fisiologica,1064,25,2.35,Medianamente_resistentes,a realizar
Cortes,1/23/2018,Enero,2018,1,15.01317501,-88.09030151,1049,LEMPIRA,Hojas Nuevas Mayor al 30%,933,22,2.36,Medianamente_resistentes,a realizar
Copan,1/22/2018,Enero,2018,1,14.54559994,-89.03140259,828,LEMPIRA,Madurez Fisiologica,1017,31,3.05,Medianamente_resistentes,a realizar
El Paraiso,1/24/2018,Enero,2018,1,14.09819984,-85.91362,842,LEMPIRA,Hojas Nuevas Mayor al 30%,670,21,3.13,Medianamente_resistentes,a realizar
Santa Barbara,1/24/2018,Enero,2018,1,15.10000038,-88.5,703,LEMPIRA,Madurez Fisiologica,618,260,42.07,Medianamente_resistentes,a realizar
Santa Barbara,1/25/2018,Enero,2018,1,15.09230042,-88.43430328,748,LEMPIRA,Madurez Fisiologica,527,288,54.65,Medianamente_resistentes,a realizar
El Paraiso,1/22/2018,Enero,2018,1,13.93809986,-86.31140137,913,LEMPIRA,Floracion Loca,767,19,2.48,Medianamente_resistentes,a realizar
Santa Barbara,1/22/2018,Enero,2018,1,15.22147846,-88.23298645,966,LEMPIRA,Madurez Fisiologica,909,30,3.3,Medianamente_resistentes,a realizar
Copan,1/22/2018,Enero,2018,1,14.53149986,-89.02020264,714,LEMPIRA,Madurez Fisiologica,984,31,3.15,Medianamente_resistentes,a realizar
Santa Barbara,1/23/2018,Enero,2018,1,15.10000038,-88.40000153,943,LEMPIRA,Madurez Fisiologica,548,336,61.31,Medianamente_resistentes,a realizar
Cortes,1/24/2018,Enero,2018,1,15.14454365,-87.67886353,825,LEMPIRA,Madurez Fisiologica,598,289,48.33,Medianamente_resistentes,a realizar
Santa Barbara,1/25/2018,Enero,2018,1,14.76805019,-88.40395355,1100,LEMPIRA,Madurez Fisiologica,660,0,0,Medianamente_resistentes,a realizar
Cortes,1/24/2018,Enero,2018,1,15.13893223,-87.63941193,1076,LEMPIRA,Madurez Fisiologica,750,151,20.13,Medianamente_resistentes,a realizar
Copan,1/27/2018,Enero,2018,1,15.06888866,-88.65499878,900,PACAMARA,Hojas Nuevas Mayor al 30%,763,72,9.44,Medianamente_resistentes,a realizar
Comayagua,1/22/2018,Enero,2018,1,14.31000042,-87.36000061,800,LEMPIRA,Fin de Cosecha,708,70,9.89,Medianamente_resistentes,a realizar
Francisco Morazan,1/26/2018,Enero,2018,1,14.54500771,-87.22668457,1074,LEMPIRA,Hojas Nuevas Mayor al 30%,771,99,12.84,Medianamente_resistentes,a realizar
Comayagua,1/29/2018,Enero,2018,1,14.57011986,-87.35965729,887,LEMPIRA,Madurez Fisiologica,872,87,9.98,Medianamente_resistentes,a realizar
El Paraiso,1/25/2018,Enero,2018,1,13.7986002,-86.51920319,1068,PACAMARA,Madurez Fisiologica,484,75,15.5,Medianamente_resistentes,a realizar
Comayagua,1/26/2018,Enero,2018,1,14.90694523,-87.59761047,1097,LEMPIRA,Madurez Fisiologica,310,62,20,Medianamente_resistentes,a realizar
Santa Barbara,1/24/2018,Enero,2018,1,14.48359966,-88.54560089,942,LEMPIRA,Madurez Fisiologica,569,58,10.19,Medianamente_resistentes,a realizar
Francisco Morazan,1/24/2018,Enero,2018,1,14.44612694,-86.81208801,747,LEMPIRA,Madurez Fisiologica,801,113,14.11,Medianamente_resistentes,a realizar
Santa Barbara,1/24/2018,Enero,2018,1,14.93599987,-88.38230133,758,LEMPIRA,Hojas Nuevas Mayor al 30%,557,26,4.67,Medianamente_resistentes,a realizar
El Paraiso,1/24/2018,Enero,2018,1,14.65054321,-86.57466125,964,LEMPIRA,Hojas Nuevas Mayor al 30%,658,31,4.71,Medianamente_resistentes,a realizar
Santa Barbara,1/26/2018,Enero,2018,1,15.16849995,-88.4940033,941,MEZCLA,Madurez Fisiologica,673,135,20.06,Medianamente_resistentes,a realizar
Copan,1/22/2018,Enero,2018,1,14.5326004,-89.0318985,1046,LEMPIRA,Madurez Fisiologica,967,44,4.55,Medianamente_resistentes,a realizar
Olancho,1/25/2018,Enero,2018,1,14.48591232,-86.66484833,912,LEMPIRA,Madurez Fisiologica,914,98,10.72,Medianamente_resistentes,a realizar
Santa Barbara,1/22/2018,Enero,2018,1,15.20994186,-88.23648071,730,LEMPIRA,Madurez Fisiologica,1008,128,12.7,Medianamente_resistentes,a realizar
Comayagua,1/23/2018,Enero,2018,1,14.4829998,-87.34100342,925,LEMPIRA,Madurez Fisiologica,616,79,12.82,Medianamente_resistentes,a realizar
Copan,1/24/2018,Enero,2018,1,14.55296421,-88.94736481,914,LEMPIRA,Fin de Cosecha,496,7,1.41,Medianamente_resistentes,a realizar
Olancho,1/24/2018,Enero,2018,1,14.89850712,-86.13156891,939,LEMPIRA,Madurez Fisiologica,868,15,1.73,Medianamente_resistentes,a realizar
