"Date","year","DOY","Tair","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin","RH","Rain"
"2003-02-28",2006,59,17.192,3.829,898.9,0.832,399.966,7.192,1.838,0.479,2.212,24.5002941176471,16.4854411764706,84.7743504905882,3.98627612352941
"2003-03-01",2006,60,17.871,2.971,897.861,1.27,399.966,7.871,1.426,0.479,1.57,23.2154470588235,15.5567588235294,86.6460191182353,7.99411567058824
"2003-03-02",2006,61,18.158,13.069,895.779,1.644,399.966,8.158,6.273,0.417,5.87,23.1699882352941,15.1264588235294,84.3555490194118,2.93137302941176
"2003-03-03",2006,62,18.357,19.417,895.746,1.57,399.966,8.357,9.32,0.311,6.028,22.2081411764706,15.9285,88.0785693629412,4.90588367058823
"2003-03-04",2006,63,19.007,20.056,896.968,1.664,399.966,9.007,9.627,0.297,6.948,23.2889235294118,16.0224470588235,80.4817455888235,2.87058851764706
"2003-03-05",2006,64,19.064,20.519,897.783,1.657,399.966,9.064,9.849,0.289,6.521,22.2596705882353,14.3786882352941,83.1291419117647,4.90980334117647
"2003-03-06",2006,65,20.161,18.696,896.493,1.52,399.966,10.161,8.974,0.328,7.065,22.8703058823529,15.6622176470588,84.8741526952941,3.96470591764706
"2003-03-07",2006,66,17.054,6.633,894.494,1.059,399.966,7.054,3.184,0.46,1.806,23.2314941176471,16.0527411764706,85.3624039205882,3.7823534
"2003-03-08",2006,67,17.617,8.309,893.619,1.318,399.966,7.617,3.988,0.45,2.955,23.3969647058824,15.5966117647059,83.1345960794118,4.23333325294118
"2003-03-09",2006,68,17.535,7.208,895.441,0.773,399.966,7.535,3.46,0.461,2.514,21.922,14.1893,85.3703026970588,3.45882368823529
"2003-03-10",2006,69,18.575,14.423,895.928,0.989,399.966,8.575,6.923,0.389,2.052,22.2783941176471,16.5606882352941,89.6151821082353,9.10196071176471
"2003-03-11",2006,70,18.985,7.663,896.616,0.92,399.966,8.985,3.678,0.451,1.515,22.7395294117647,15.2977529411765,83.00616495,4.76470708823529
"2003-03-12",2006,71,18.46,4.572,897.472,1.343,399.966,8.46,2.195,0.47,0.614,23.2625588235294,15.7892117647059,85.7078855394118,3.61372597647059
"2003-03-13",2006,72,18.161,9.844,897.789,1.057,399.966,8.161,4.725,0.439,2.903,21.9315705882353,13.9664823529412,81.8333352941176,2.39803837058824
"2003-03-14",2006,73,18.671,18.831,898.006,1.432,399.966,8.671,9.039,0.334,5.334,22.6400058823529,16.4258764705882,83.7655475494118,4.14313696470588
"2003-03-15",2006,74,18.89,13.353,897.05,1.264,399.966,8.89,6.409,0.416,4.186,24.7820411764706,13.7749588235294,70.9536164217647,0.0431372470588235
"2003-03-16",2006,75,17.047,4.996,897.232,1.074,399.966,7.047,2.398,0.479,0.924,23.7860235294118,16.1909352941176,76.3391009811765,1.13725455882353
"2003-03-17",2006,76,17.97,13.62,898.664,1.332,399.966,7.97,6.538,0.414,6.386,23.8771117647059,15.8943470588235,83.6464245094118,6.05294165294118
"2003-03-18",2006,77,18.613,18.499,898.279,1.367,399.966,8.613,8.879,0.333,7.499,24.2156,16.6483,80.4357566182353,11.2117642058824
"2003-03-19",2006,78,18.737,17.871,896.801,1.302,399.966,8.737,8.578,0.347,5.701,24.4634176470588,17.0796529411765,77.5056232847059,2.86862766470588
"2003-03-20",2006,79,18.558,17.603,896.792,1.538,399.966,8.558,8.449,0.342,4.767,23.5874705882353,17.0689705882353,82.3049625,3.98039201764706
"2003-03-21",2006,80,18.39,18.307,897.323,1.405,399.966,8.39,8.787,0.333,5.089,23.7160823529412,16.6783941176471,85.8760031864706,7.94117525294118
"2003-03-22",2006,81,18.921,20.056,897.69,1.454,399.966,8.921,9.627,0.306,6.227,23.9815117647059,16.8821882352941,78.5961384805882,2.88627458823529
"2003-03-23",2006,82,19.274,19.429,898.955,1.468,399.966,9.274,9.326,0.36,4.802,24.0648764705882,17.1392294117647,81.8504058817647,4.86470477647059
"2003-03-24",2006,83,19.015,15.092,897.96,1.105,399.966,9.015,7.244,0.437,5.001,23.9395294117647,17.3721058823529,84.0335919117647,5.23137498235294
"2003-03-25",2006,84,19.263,18.465,898.267,1.478,399.966,9.263,8.863,0.373,5.617,25.1478647058824,17.8445352941176,83.9337958329412,5.44902048235294
"2003-03-26",2006,85,18.992,20.218,898.698,1.396,399.966,8.992,9.705,0.351,5.636,25.2148647058824,17.458,84.6325029417647,8.89019538823529
"2003-03-27",2006,86,19.278,20.313,898.472,1.46,399.966,9.278,9.75,0.345,5.323,24.6851117647059,17.5695647058824,85.8301004905882,7.36862848235294
"2003-03-28",2006,87,19.952,21.364,899.103,1.476,399.966,9.952,10.255,0.33,5.008,24.3834058823529,18.2068058823529,87.4034343123529,3.95686381764706
"2003-03-29",2006,88,18.541,14.765,901.539,0.984,399.966,8.541,7.087,0.435,3.776,24.7516294117647,17.8458764705882,82.2602928917647,4.01176519411765
"2003-03-30",2006,89,18.675,10.664,902.236,0.954,399.966,8.675,5.119,0.483,2.528,24.7055882352941,17.0480529411765,79.1946203429412,5.59019573529412
"2003-03-31",2006,90,17.782,6.016,900.464,0.667,399.966,7.782,2.888,0.512,1.405,23.2319176470588,16.8934764705882,84.2909975488235,10.8921580235294
"2003-04-01",2006,91,19.074,19.954,900.411,1.334,399.966,9.074,9.578,0.34,5.216,24.5202411764706,17.0385235294118,79.5866651964706,10.5803913
"2003-04-02",2006,92,19.33,21.156,900.593,1.496,399.966,9.33,10.155,0.332,6.974,24.4654823529412,16.9863058823529,82.2814303935294,3.76078465882353
"2003-04-03",2006,93,18.968,17.145,899.979,1.294,399.966,8.968,8.23,0.393,4.715,19.7035294117647,15.7900411764706,92.7888661776471,12.3431355
"2003-04-04",2006,94,19.808,18.516,899.109,1.379,399.966,9.808,8.888,0.359,6.741,23.5659235294118,16.6982352941176,79.7657674023529,11.9666643352941
"2003-04-05",2006,95,19.462,17.759,899.488,1.529,399.966,9.462,8.524,0.377,5.088,24.5936823529412,15.7355705882353,83.7435772058824,6.09607852941176
"2003-04-06",2006,96,18.515,19.887,899.939,1.49,399.966,8.515,9.546,0.356,4.348,23.4395823529412,16.8249647058824,88.7792455876471,13.2549007411765
"2003-04-07",2006,97,17.925,14.865,899.877,1.236,399.966,7.925,7.135,0.418,3.142,23.5207352941176,17.6633764705882,90.3723213235294,25.3450954588235
"2003-04-08",2006,98,18.117,10.988,899.173,1.041,399.966,8.117,5.274,0.469,2.924,23.4274470588235,16.3780764705882,89.3711504905882,12.4607825294118
"2003-04-09",2006,99,18.939,15.046,898.399,1.201,399.966,8.939,7.222,0.423,3.443,24.5486058823529,16.9416588235294,86.2182688729412,13.1784315176471
"2003-04-10",2006,100,19.011,11.644,898.298,1.038,399.966,9.011,5.589,0.474,2.573,23.6515470588235,16.9789705882353,87.9356953435294,10.5764706058824
"2003-04-11",2006,101,18.034,5.177,898.913,0.63,399.966,8.034,2.485,0.51,0.723,23.8055,17.7197058823529,90.3639799017647,10.2960756705882
"2003-04-12",2006,102,19.491,12.196,900.729,0.655,399.966,9.491,5.854,0.466,2.07,24.6780470588235,17.6063235294118,86.6510017158824,7.05882480588235
"2003-04-13",2006,103,19.324,6.471,901.244,0.504,399.966,9.324,3.106,0.52,1.755,24.3422,17.7137,88.3964328441176,12.7411762294118
"2003-04-14",2006,104,19.226,8.7,900.204,0.661,399.966,9.226,4.176,0.492,2.642,23.3018352941176,17.9829058823529,91.5302732841176,14.9784318647059
"2003-04-15",2006,105,19.114,7.568,900.222,0.686,399.966,9.114,3.633,0.484,1.766,24.7423647058824,15.2781470588235,82.04289657,5.30392137058824
"2003-04-16",2006,106,18.923,10.382,900.082,0.743,399.966,8.923,4.983,0.482,2.367,24.9764058823529,17.4448176470588,84.0898328423529,9.89019647058824
"2003-04-17",2006,107,18.962,9.711,899.529,0.741,399.966,8.962,4.662,0.5,3.076,24.4802705882353,16.9432176470588,81.4674174023529,5.4509809
"2003-04-18",2006,108,19.018,9.073,899.316,0.638,399.966,9.018,4.355,0.491,2.938,24.995,17.2525176470588,82.4523426464706,5.23921394117647
"2003-04-19",2006,109,19.391,12.5,900.121,0.809,399.966,9.391,6,0.449,2.514,25.7327,17.9060235294118,83.20024853,4.53921407058824
"2003-04-20",2006,110,19.949,15.801,900.396,0.946,399.966,9.949,7.584,0.42,3.006,26.1298470588235,18.8614235294118,84.3862975488235,4.25097977647059
"2003-04-21",2006,111,20.056,17.038,900.874,1.075,399.966,10.056,8.178,0.388,4.934,25.4945176470588,18.8541588235294,86.3995196070588,5.71960667058824
"2003-04-22",2006,112,20.342,19.589,901.536,0.993,399.966,10.342,9.403,0.352,3.805,25.7421529411765,17.9049294117647,84.1133242641177,5.33333378823529
"2003-04-23",2006,113,19.057,13.966,900.676,1.001,399.966,9.057,6.704,0.446,2.87,25.7077352941176,17.7404176470588,83.0608943623529,2.97254894705882
"2003-04-24",2006,114,19.448,19.859,900.437,1.199,399.966,9.448,9.532,0.358,4.56,25.7932647058824,18.2838647058824,82.5513093141176,3.89999983529412
"2003-04-25",2006,115,18.591,10.343,899.77,0.788,399.966,8.591,4.964,0.506,2.755,24.6881,18.5634235294118,85.0389615194118,7.94313725882353
"2003-04-26",2006,116,20.097,18.625,899.602,1.06,399.966,10.097,8.94,0.38,3.543,27.2286294117647,18.9556411764706,79.0394818629412,6.73137284117647
"2003-04-27",2006,117,21.435,18.926,899.519,0.943,399.966,11.435,9.084,0.358,4.112,27.2676647058824,19.2641588235294,79.8068259811765,5.65882692941176
"2003-04-28",2006,118,22.145,18.426,898.881,0.918,399.966,12.145,8.844,0.374,4.605,28.2804058823529,19.6150470588235,73.4552240194118,0.788235235294118
"2003-04-29",2006,119,22.058,20.332,898.376,1.152,399.966,12.058,9.759,0.342,5.442,28.1551235294118,19.3086235294118,66.0828414217647,0
"2003-04-30",2006,120,20.861,15.916,898.537,1.15,399.966,10.861,7.64,0.404,4.886,27.9541176470588,19.0358588235294,62.7031872558824,0.0294117647058824
"2003-05-01",2006,121,20.242,10.875,898.219,0.92,399.966,10.242,5.22,0.467,4.458,26.6918058823529,18.2279764705882,74.6829899505882,0.164705952941176
"2003-05-02",2006,122,19.608,9.852,897.891,0.779,399.966,9.608,4.729,0.489,3.209,25.9830117647059,17.7662235294118,78.3110749988235,2.63725489411765
"2003-05-03",2006,123,19.031,10.776,898.053,0.935,399.966,9.031,5.173,0.471,2.858,25.8117058823529,17.8276235294118,78.0405203441177,7.65686343529412
"2003-05-04",2006,124,19.307,16.753,898.924,1.178,399.966,9.307,8.041,0.396,3.923,25.7293235294118,17.0461411764706,75.61520049,2.85882354705882
"2003-05-05",2006,125,19.8,16.844,898.809,0.815,399.966,9.8,8.085,0.407,2.881,26.3640882352941,17.5012117647059,74.4727049029412,0.429411670588235
"2003-05-06",2006,126,20.415,19.27,898.284,1.025,399.966,10.415,9.25,0.346,2.913,25.7138058823529,17.1132941176471,78.6273612747059,4.29803928823529
"2003-05-07",2006,127,20.301,18.173,897.739,1.047,399.966,10.301,8.723,0.356,2.932,26.3597470588235,17.2919,78.6572328429412,2.38431298823529
"2003-05-08",2006,128,20.172,13.479,897.307,0.803,399.966,10.172,6.47,0.444,2.136,26.7834764705882,18.1924117647059,74.0548838235294,0.729411752941176
"2003-05-09",2006,129,19.584,10.201,897.249,0.854,399.966,9.584,4.896,0.479,1.905,26.5051117647059,17.4246294117647,66.0527306370588,0.352940941176471
"2003-05-10",2006,130,20.474,18.421,897.54,1.104,399.966,10.474,8.842,0.36,2.572,23.9077,18.0001470588235,85.3242750005882,7.8196082
"2003-05-11",2006,131,20.175,15.584,898.116,0.874,399.966,10.175,7.48,0.397,1.997,24.6704647058824,18.4960470588235,88.2544142158823,7.97254831764706
"2003-05-12",2006,132,19.541,3.236,898.236,0.931,399.966,9.541,1.553,0.521,0.619,25.9868705882353,18.3898,82.4115752452941,6.15294057647059
"2003-05-13",2006,133,19.003,3.705,898.094,0.839,399.966,9.003,1.778,0.521,0.477,26.5301411764706,17.8946705882353,79.5632622535294,5.24313713529412
"2003-05-14",2006,134,18.493,1.692,898.908,0.508,399.966,8.493,0.812,0.521,0.231,26.5034941176471,17.8464529411765,82.9785377447059,7.36274616470588
"2003-05-15",2006,135,19.204,5.696,899.41,0.492,399.966,9.204,2.734,0.498,1.341,26.1319411764706,17.8204411764706,79.9886965688235,5.42744948823529
"2003-05-16",2006,136,17.817,3.541,898.525,0.722,399.966,7.817,1.7,0.514,0.973,25.1967470588235,16.0919294117647,83.9431708341177,18.9137197705882
"2003-05-17",2006,137,19.225,12.821,898.138,0.8,399.966,9.225,6.154,0.443,3.148,25.413,18.5841823529412,85.9808409311765,12.8745101529412
"2003-05-18",2006,138,19.516,13.144,897.9,0.716,399.966,9.516,6.309,0.446,2.279,24.8061705882353,18.5047,87.9372492647059,11.8509802529412
"2003-05-19",2006,139,19.284,8.773,898.692,0.595,399.966,9.284,4.211,0.483,1.452,24.9573294117647,18.7412705882353,87.3857220594118,12.3764708235294
"2003-05-20",2006,140,18.825,7.912,899.617,0.723,399.966,8.825,3.798,0.499,1.171,26.3153470588235,18.9209,84.7542534311765,13.5274559176471
"2003-05-21",2006,141,20.069,13.548,899.476,0.857,399.966,10.069,6.503,0.45,2.17,24.9634352941176,18.7942176470588,85.9722164205882,20.6960778941176
"2003-05-22",2006,142,20.118,13.909,898.829,0.886,399.966,10.118,6.676,0.418,2.361,25.9262235294118,19.2270294117647,83.9796830888235,15.7058869411765
"2003-05-23",2006,143,19.846,11.637,894.659,1.013,399.966,9.846,5.586,0.475,2.253,26.7563411764706,19.1757823529412,80.1668026952941,5.85686167058824
"2003-05-24",2006,144,18.882,1.829,894.536,0.506,399.966,8.882,0.878,0.521,0.286,25.3687235294118,18.3121117647059,82.9411269605882,5.05294069411765
"2003-05-25",2006,145,19.616,12.77,894.413,0.796,399.966,9.616,6.129,0.445,1.699,25.2402352941176,18.3053470588235,85.7766409323529,5.80588337647059
"2003-05-26",2006,146,19.299,9.185,893.832,0.669,399.966,9.299,4.409,0.494,1.473,24.6441882352941,17.888,88.8504127447059,10.3686273529412
"2003-05-27",2006,147,17.87,5.641,893.684,0.799,399.966,7.87,2.708,0.512,0.338,25.3476117647059,17.9390705882353,85.5476928923529,15.9235315411765
"2003-05-28",2006,148,18.366,16.556,894.455,1.016,399.966,8.366,7.947,0.407,4.437,24.0638117647059,18.083,88.4798098041177,20.6196115352941
"2003-05-29",2006,149,19.276,19.364,895.844,1.118,399.966,9.276,9.295,0.339,5.59,25.5134588235294,18.4412176470588,84.1916534311765,16.2901940823529
"2003-05-30",2006,150,19.846,18.909,896.384,1.09,399.966,9.846,9.076,0.354,3.496,24.9436176470588,18.8892882352941,86.2561948523529,21.3843238176471
"2003-05-31",2006,151,19.866,13.061,896.084,0.926,399.966,9.866,6.269,0.462,2.597,23.0432941176471,18.8878058823529,89.6772813729412,16.8509837294118
"2003-06-01",2006,152,20.967,21.387,896.057,1.065,399.966,10.967,10.266,0.315,3.728,25.8970882352941,18.8008058823529,85.5577046570588,7.62353001764706
"2003-06-02",2006,153,21.177,16.332,895.85,0.761,399.966,11.177,7.839,0.407,2.713,26.8166117647059,19.2826588235294,82.7244838247059,6.55490217058824
"2003-06-03",2006,154,21.052,13.87,895.503,0.716,399.966,11.052,6.658,0.438,2.545,25.9422411764706,19.2483647058824,84.7974946082353,6.85882362352941
"2003-06-04",2006,155,19.839,10.835,894.844,0.327,399.966,9.839,5.201,0.422,1.879,25.8690588235294,19.8076647058824,87.6242617652941,6.98627279411765
"2003-06-05",2006,156,20.411,18.272,894.98,0.58,399.966,10.411,8.771,0.339,3.27,26.9835647058824,19.5004,81.5391257347059,5.13921855882353
"2003-06-06",2006,157,19.983,14.65,895.169,0.536,399.966,9.983,7.032,0.379,1.936,26.1739823529412,19.4811882352941,82.9749955888235,4.14117675294118
"2003-06-07",2006,158,19.779,9.745,896.18,0.494,399.966,9.779,4.678,0.466,1.49,26.7051117647059,19.6686529411765,82.2344968135294,5.09804044117647
"2003-06-08",2006,159,19.822,8.161,895.878,0.395,399.966,9.822,3.917,0.495,2.574,27.2647764705882,19.5968235294118,80.4417009805882,5.66078424705882
"2003-06-09",2006,160,19.725,11.664,896.309,0.686,399.966,9.725,5.599,0.457,2.329,27.8858470588235,19.5604294117647,75.0081632347059,1.58431302941176
"2003-06-10",2006,161,19.539,9.039,896.644,0.616,399.966,9.539,4.338,0.471,2.634,27.5282882352941,18.5737705882353,78.1019325982353,3.43137274705882
"2003-06-11",2006,162,20.065,12.255,896.817,0.61,399.966,10.065,5.883,0.469,2.796,25.3012764705882,17.9980117647059,85.4966252441177,6.69999911764706
"2003-06-12",2006,163,19.752,9.489,896.057,0.695,399.966,9.752,4.555,0.463,1.479,26.2080823529412,18.8031764705882,85.2965348041176,8.29803942352941
"2003-06-13",2006,164,20.906,15.858,895.444,0.834,399.966,10.906,7.612,0.405,3.902,26.9804764705882,19.3373,83.9103299011765,15.9117652176471
"2003-06-14",2006,165,19.688,6.493,896.711,0.617,399.966,9.688,3.117,0.494,2.249,26.8713882352941,19.1860352941176,84.8982372547059,5.47254998235294
"2003-06-15",2006,166,20.28,14.56,898.557,0.98,399.966,10.28,6.989,0.403,2.718,26.8070882352941,19.7549882352941,82.9644490205882,4.01568702941176
"2003-06-16",2006,167,20.16,6.117,897.738,0.731,399.966,10.16,2.936,0.517,1.294,27.1719647058824,18.8804176470588,82.1358485305882,5.64705884705882
"2003-06-17",2006,168,19.968,4.765,896.625,0.545,399.966,9.968,2.287,0.51,0.72,26.8269941176471,18.7914294117647,80.0145580882353,8.58235351176471
"2003-06-18",2006,169,20.717,14.296,897.18,0.893,399.966,10.717,6.862,0.408,2.159,27.7183529411765,19.3304294117647,78.2833968135294,3.23137305294118
"2003-06-19",2006,170,21.025,15.418,898.305,0.95,399.966,11.025,7.401,0.417,1.981,27.6733764705882,20.1443058823529,81.0703426476471,3.96666739411765
"2003-06-20",2006,171,20.205,6.389,897.959,0.928,399.966,10.205,3.067,0.51,1.019,27.0620705882353,18.8034117647059,77.8360039217647,6.66078291764706
"2003-06-21",2006,172,18.89,3.086,896.55,0.606,399.966,8.89,1.481,0.52,0.455,26.2454764705882,18.6359,79.9647791670588,5.01568704117647
"2003-06-22",2006,173,18.532,1.302,899.172,0.606,399.966,8.532,0.625,0.521,0.375,25.8537705882353,17.8221529411765,83.6036789217647,6.13529505882353
