"Date","Tair","Tmax","Tmin","RH","Rain","RAD","Pressure","WindSpeed"
2017-01-01,20.9,26.9,16.1,82,0,20.56,913.1,1.19
2017-01-02,21,27.3,17.1,78.5,0,20.45,912.4,1.18
2017-01-03,21,27.3,16.6,78.3,0,20.48,911.7,1.34
2017-01-04,20.4,26.4,17.3,84.7,0,15.51,911.8,1.38
2017-01-05,20.6,27.1,15.8,79.2,0,19.35,911.3,1.55
2017-01-06,21.5,29,16.1,78.5,0,20.36,910.9,0.86
2017-01-07,20.8,25.7,17.8,85,0,14.41,914.9,2.21
2017-01-08,17.3,20.4,15,90.9,15,10.72,917.9,4.55
2017-01-09,15.1,15.9,13.9,90.1,52,11.24,918.5,4.63
2017-01-10,17.8,23,15.7,84.2,10,19.35,915.9,3.57
2017-01-11,17.9,21.9,14.1,84.7,1.4,15.14,914.7,2.43
2017-01-12,19.7,24.5,16.2,79.5,0,19.43,914.9,2.41
2017-01-13,19.9,24.7,14.6,75.3,0,21.09,916.2,2.98
2017-01-14,19.2,23.8,17.2,82.8,1.2,17.69,915.6,2.92
2017-01-15,18.5,21.9,17.1,88.7,6.2,13.87,914.1,2.13
2017-01-16,20,25.2,16.4,82.7,1.4,19.18,913.3,1.54
2017-01-17,20.5,25,17.9,84.2,0,17.94,913.6,1.41
2017-01-18,20.9,26.9,16.4,76.7,0,21.03,913.8,1.41
2017-01-19,21.2,26.6,17,77.9,0,17.28,912.6,0.76
2017-01-20,21.3,28.7,16.6,77.2,0,18.6,911.5,1.67
2017-01-21,22.5,30.2,15.7,58.9,0,20.95,911.5,2.19
2017-01-22,21.9,30.6,15.7,65.6,0,22.12,910,1.59
2017-01-23,21.1,25.3,16,64.5,0,22.27,912.9,2.02
2017-01-24,18.8,25.6,14.5,73.1,0,22.73,913.3,0.86
2017-01-25,19.4,27.7,14.1,76.1,0,22.68,912.4,1.16
2017-01-26,20.4,27.9,15.1,73.5,0,22.53,913.2,1.21
2017-01-27,20.1,26.5,15.9,74.6,0,19.6,913.8,1.79
2017-01-28,20.9,27.7,15.5,73.8,0,21.31,912.9,1.61
2017-01-29,20.2,24.9,17.8,81.2,0,17.93,915.1,2.89
2017-01-30,16.6,18.4,15,92.1,25.6,10.57,916.6,3.56
2017-01-31,16,19.5,14.1,90.1,6.2,15.63,916.1,2.84
2017-02-01,19.6,25.9,16,84.6,0.2,20.02,914.1,2
2017-02-02,20.9,26,16.9,78.9,0,22.33,914,2.35
2017-02-03,19.9,24.6,16.8,83,0,19.32,914.7,2.72
2017-02-04,19.1,23.2,18,89,5.4,13.93,914,3.05
2017-02-05,19.8,24.7,17.9,89.2,7.6,16.64,913.1,2.58
2017-02-06,21,25.6,18.3,85.7,6.2,17.38,913,2.13
2017-02-07,21.2,27,17,81.7,15,22.81,911.9,1.35
2017-02-08,21.2,27.9,16.6,78.5,0,21.92,911.3,0.97
2017-02-09,21.4,27.3,17.1,77,0,21.89,914.1,2.01
2017-02-10,21.3,26.3,18.5,82,2.4,20.43,916.4,3.05
2017-02-11,20.7,26.1,17,77.4,0.2,21.8,915.7,2.63
2017-02-12,19.7,24.5,15.8,81.3,0,15.19,914.5,2.36
2017-02-13,20.7,26.4,16.2,74.2,0,23.95,913.2,1.84
2017-02-14,20.7,27.6,15.2,76,0,23.59,911.4,0.62
2017-02-15,21.5,30.1,15.8,70.9,0,21.34,912.1,1.39
2017-02-16,21,27.2,16.9,74.3,0,18.77,914,1.4
2017-02-17,21,28,16,77.6,0,18.81,913.3,0.92
2017-02-18,22.5,30,18,75.6,0,20.94,911.6,1.21
2017-02-19,22.6,30.1,17.9,71.2,0,22.15,911.8,1.07
2017-02-20,22,29,17.1,69.9,0,20.45,912.5,0.93
2017-02-21,22.1,29.3,17.3,72.4,0,22.43,912.1,1.33
2017-02-22,20.2,24.9,16,75.4,0,14.63,911.3,1.55
2017-02-23,20.1,27.5,13.8,63.9,0,22.59,909.4,1.31
2017-02-24,22.3,30.5,16.9,68.8,0,22.05,909.1,1.81
2017-02-25,22.8,30.2,17.7,72.5,0,24.2,910.8,1.1
2017-02-26,21.1,28.5,15.9,72.5,0,24.78,912.9,1.97
2017-02-27,20.8,28,15.8,79.1,0,21.57,913.8,1.77
2017-02-28,22.1,28.6,16.6,69,0,25.1,913.9,1.7
2017-03-01,22.1,28.4,17.7,76.7,0,20.58,913,1.69
2017-03-02,22.1,28.6,18.4,75.4,0,23.73,913.4,2.56
2017-03-03,19.7,23.8,17.9,86.9,7,18.55,915.3,3.51
2017-03-04,20.7,25.7,15.7,75.1,5.6,25.18,915.2,3.44
2017-03-05,21.2,26.9,18,75.1,0,24.11,913.7,3.1
2017-03-06,21.6,26.9,17.4,75.7,3.2,23.58,913.1,2.53
2017-03-07,21.9,27.8,17.4,76,6,24.22,913.4,2.04
2017-03-08,21.5,26.8,17.5,79.1,0.2,20.98,914.8,2.57
2017-03-09,21.2,26.3,18.3,79.9,0,19.32,914,2.99
2017-03-10,20.3,25.2,18.2,87.5,3.8,14.36,913.1,2.45
2017-03-11,21.5,27.3,17.9,81.2,18.8,17.33,913.1,1.83
2017-03-12,22,28.2,18.5,80.3,0.4,19.42,912.4,1.3
2017-03-13,22.1,28.5,18.9,81.8,0,18.74,911.9,1.24
2017-03-14,21.3,25.8,17.9,75.6,0,18.36,914.7,2.43
2017-03-15,19.1,24,17.3,88,0,11.17,915.7,3.23
2017-03-16,18.9,22.5,16.6,79.6,48,16.2,916.9,3.69
2017-03-17,18.1,21.4,16.9,84.4,0.2,16.57,916.5,3.39
2017-03-18,17.7,18.9,16.9,91.4,2.6,12.59,916.6,3.58
2017-03-19,18.6,23,14.1,77.8,14.8,21.48,916.8,3.69
2017-03-20,18.4,22.3,13.9,83.9,0.4,18.05,916.5,3.05
2017-03-21,18.1,25.1,12.4,70.3,0,25.77,915.3,2.39
2017-03-22,18.4,25.5,12.6,69.2,0,26.02,914.5,2.55
2017-03-23,19.6,25.3,14.7,74.8,0,24.49,915.2,2.74
2017-03-24,20.2,27,15.2,69.6,0,27.24,914.6,2.06
2017-03-25,20.8,27.6,16.2,76.7,0,25.35,913.1,1.52
2017-03-26,20.4,27.1,15.8,74,0,26.56,912.4,1.12
2017-03-27,21,28.7,14.7,74.6,0,24.57,911.1,0.77
2017-03-28,22.2,29.3,16.3,76.7,0,19.54,910.8,0.67
2017-03-29,23.2,30.7,18,74.2,0,20.4,909.9,0.83
2017-03-30,24.6,32.2,19.1,73.2,0,21.55,909.8,1.34
2017-03-31,24.3,30.8,20,76.6,0,21.32,910.7,1.24
2017-04-01,25,32.9,19.8,72.3,0,22.62,910.9,1.07
2017-04-02,24.8,32.8,18.9,67.8,0,26.33,910.5,1.41
2017-04-03,25.4,33.2,19.7,67.7,0,25.32,909.2,1.31
2017-04-04,25.5,33.3,20.9,73,0,19.8,909,0.76
2017-04-05,25.3,33,19.7,64.9,0,25.08,910,1.11
2017-04-06,24.1,30.8,19.3,67.5,0,25.42,912.3,2.32
2017-04-07,22.3,28.3,17.8,73.5,0,24.06,913.5,2.84
2017-04-08,22.5,28.3,18.5,75.3,0,24.01,913,2.56
2017-04-09,22.4,28.4,18.2,76.2,0,21.96,912.2,1.84
2017-04-10,22.7,28.3,19.7,75,0,24.26,912.2,2.33
2017-04-11,21.7,28.2,17.1,75.1,0,21.3,912.3,2.31
2017-04-12,20.8,26.3,17.5,77.8,0,16.95,912.5,2.66
2017-04-13,21,26.5,16.9,73,1.6,22.2,912.6,2.64
2017-04-14,21.4,28,17.1,72.7,0,22.65,912.6,2.74
2017-04-15,21.4,27.2,17.1,74.9,0,22.33,912.8,2.47
2017-04-16,21.7,28.6,16.9,73.1,0,24.58,912.6,2.07
2017-04-17,22.2,29.1,17.1,77.6,0,23.15,911.8,1.29
2017-04-18,22.2,28.9,17.8,83.9,2.8,21.73,911.6,0.83
2017-04-19,22.2,29.8,18.1,79.6,11.2,24.1,912.3,1.86
2017-04-20,22,28.2,18.3,81.4,0,19.63,911.9,1.09
2017-04-21,22.7,29.4,17.7,72.9,1.2,25.35,910.2,0.45
2017-04-22,23.9,30.3,18.8,64.6,0,25.95,909.2,1.03
2017-04-23,23.8,29.4,19.4,71.4,0,19.27,910.2,1.27
2017-04-24,21.9,26.3,18.8,80.6,0,16.68,911,1.7
2017-04-25,23.2,31.5,18.1,78.1,0,21.36,910.2,1.1
2017-04-26,26.3,35,19.8,65.6,3,24.79,908,2.14
2017-04-27,26.7,35.2,20.3,61,0,26.95,908,1.87
2017-04-28,26.6,34.8,21.5,66.8,0,21.28,909.7,1.35
2017-04-29,26.9,33.9,21.3,67.3,2,19.05,910,1.2
2017-04-30,27.2,34.4,22.1,62.1,0,25,910.2,1.16
2017-05-01,25.4,31,22.4,72.2,0,20.14,911,1.21
2017-05-02,24.5,30.4,20.6,75.6,0,19.31,911.2,1.27
2017-05-03,24.4,30.2,20.1,76.1,0,20.54,910.8,1
2017-05-04,25.1,31.8,20.3,73.7,0,20.41,910,0.83
2017-05-05,22,26.5,19.2,82.6,7.8,19.17,910.4,1.27
2017-05-06,21.3,25.4,18.9,78.1,0,18.35,912.2,1.71
2017-05-07,22,26.3,19,79.5,0,16.2,912,1.84
2017-05-08,22.8,27.8,20.4,79.9,0,16.77,911.6,2.32
2017-05-09,23.1,27.6,20.2,78.3,0.2,20.67,911.3,1.7
2017-05-10,23.9,29.6,20.8,78.7,0,17.92,911.2,1.03
2017-05-11,24.4,31.4,20.1,76.5,3.4,17.12,911.3,0.86
2017-05-12,25.2,32.2,20,73.5,0,17.97,910.6,0.63
2017-05-13,23.7,31.9,19,80.2,0,19.76,910.7,0.82
2017-05-14,23.4,30.1,18.6,80.6,23.4,19.64,911.8,0.78
2017-05-15,24.3,31,19.8,78.8,13.2,19.67,911.3,0.57
2017-05-16,24,30.9,19,74.3,0,23.43,910.9,1.01
2017-05-17,24.3,32.1,18.5,75.3,0,22.02,909.8,0.59
2017-05-18,25.4,30.9,21.3,75.8,0,21.15,909.1,0.62
2017-05-19,25.3,32,20.8,75.9,0,22.47,908.4,0.77
2017-05-20,25,31.3,20.2,73.5,0,20.78,908.8,0.69
2017-05-21,24.2,30.3,19.9,77.2,0,15.86,911.4,1.28
2017-05-22,23.1,29.2,19.1,78.1,2.6,14.97,912.1,1.05
2017-05-23,24.7,31.2,19,75.3,5.4,24.55,910.4,1.21
2017-05-24,24.5,31.8,20.2,74.3,0,19.63,909.6,1.21
2017-05-25,24.2,31.1,19.1,81,17,17.795,910.8,0.79
2017-05-26,24,30.8,19.7,82.4,17.4,15.96,912.5,0.98
2017-05-27,23.7,29.3,19.8,83.1,36,19.73,912.6,0.85
2017-05-28,24.1,29.3,20.3,80.8,3.8,23.06,912.4,0.64
2017-05-29,23.9,30.1,19,72.4,0,24.94,912.6,0.67
2017-05-30,23.6,29.5,19,73.3,0,21.26,912.8,0.85
2017-05-31,24.4,31,20,75.2,0,16.45,911.7,0.89
2017-06-01,24.8,30.4,21.3,76.6,0,22.22,911.3,1.28
2017-06-02,24.9,29.9,20.9,75,0,17.6,910.4,1.21
2017-06-03,25.2,31.1,20.4,71.2,0,18.63,910.6,0.78
2017-06-04,24.9,31.8,20.6,72.4,0,19.14,909.9,0.92
2017-06-05,24.6,32.7,20.2,75.5,4.4,16.11,909.8,0.79
2017-06-06,25.2,32.8,20.8,72.6,0.2,20.26,910.2,1.15
2017-06-07,23.5,31,19,82.9,0,18.56,910.9,0.73
2017-06-08,23.7,29.9,18.1,77.7,76.6,23.46,911.2,0.94
2017-06-09,22.8,28.5,19.9,84.1,9.6,16.09,911,0.87
2017-06-10,23.8,30.2,20.1,82.5,0,21.11,911.6,1.37
2017-06-11,22.8,29,19,84.2,35.2,16.02,912.2,1.22
2017-06-12,24.4,30.2,20.4,76.8,2,16.91,910.8,0.91
2017-06-13,24.3,29.7,20.7,81.2,0,17.8,910.1,0.9
2017-06-14,23.9,29.4,20.2,78.1,0.2,18.4,911.4,1.34
2017-06-15,22.7,27.4,20.4,84.4,0.4,10.63,911.8,0.77
2017-06-16,21.6,26.4,19.3,90.6,34.1,11.29,910.4,0.77
2017-06-17,21.7,27,19.5,91.9,39.5,15.39,908.6,1.14
2017-06-18,22.6,27.8,20,87.8,30,15.02,907.2,1.7
2017-06-19,21.7,27.6,19.7,91,21.2,12.12,907.7,2.21
2017-06-20,21.6,24.4,19.8,91.7,63,9.03,909.1,0.93
2017-06-21,22.3,26.9,19.6,86.2,2,14.09,910.4,0.92
2017-06-22,22.4,27.4,19.2,86.4,34,15.62,911.2,1.08
2017-06-23,23.3,28.9,18.3,81.3,10.4,20.56,910.7,1.02
2017-06-24,24.6,30.4,20.9,80.4,0.6,19.03,911.8,1.03
2017-06-25,23,27.6,18.6,84.6,35.8,16.54,912.9,1.41
2017-06-26,23.1,27.2,19.7,85.4,5.4,19.67,912.4,1.3
2017-06-27,22.9,29.4,19.1,84.8,19.8,19.4,911.9,1.05
2017-06-28,23.3,28.5,19.7,83.4,3,22.73,911.8,1.05
2017-06-29,23.7,29.5,20,77.1,15.4,25.35,912.2,1.36
2017-06-30,23.4,29.2,18.6,72.7,0,25.15,912.4,1.46
2017-07-01,22.7,28.3,20,87.3,0,17.71,912.9,1.86
2017-07-02,21.5,25.3,17.7,91.6,16.6,9.89,914,1.58
2017-07-03,22.3,27.7,18.7,82.1,27,24.83,913.8,1.94
2017-07-04,21.7,27.7,18.7,87.2,18.8,18.14,913.1,1.53
2017-07-05,21.3,27.1,18.1,86.8,4.8,15.4,912.9,1.06
2017-07-06,21.5,27.1,18,84.9,23,22.23,913.3,1.5
2017-07-07,22.5,28.2,18.8,83.5,15,18.58,913.1,1.2
2017-07-08,22.7,28.8,18.8,83,5.6,20.33,913.2,1.51
2017-07-09,23.4,28.6,19.6,80.5,15.2,23.85,913.4,1.58
2017-07-10,23.7,29.1,19.8,78.2,0,23.92,912.9,1.59
2017-07-11,21.9,28,18.5,87.5,1,17.81,912.4,1.67
2017-07-12,21,27.1,18,89.7,44,20.53,913.1,1.69
2017-07-13,20,24.1,16.5,87.7,61,7.48,914.1,0.97
2017-07-14,21.7,27.9,17.2,82.4,17.8,18.84,914.7,1.25
2017-07-15,22.1,27.4,19,86.9,9.4,24.21,914.2,1.58
2017-07-16,22.6,27.7,19.7,86.4,38,20.62,913.1,1.27
2017-07-17,22.9,28.4,19.5,83.7,1,19.23,912.4,1.39
2017-07-18,23.2,27.6,19.7,80.3,9.6,18.66,913.4,1.57
2017-07-19,23.3,28.6,19.3,80.3,0.8,23.5,914.3,1.75
2017-07-20,22.5,27.5,19.9,86.2,8,19.22,913.8,1.95
2017-07-21,22,25.4,19.6,87.8,1.6,13.3,913.2,1.58
2017-07-22,23.3,27.7,20.3,79.7,7.6,24.52,913.1,1.56
2017-07-23,23.1,27.5,19.6,82.9,0,19.91,912.1,1.23
2017-07-24,23.7,28.5,20.2,82.7,0.2,18.75,912.4,1.43
2017-07-25,23.8,28.4,21.1,83.4,0.2,19.75,913.4,1.67
2017-07-26,23,27.9,19.8,84.8,36,22.14,913.3,2.11
2017-07-27,21.8,27.1,18.5,85.4,4.6,22.6,912.5,1.8
2017-07-28,22.4,28.6,17.8,84.3,19.6,23.85,912.5,1.67
2017-07-29,22.2,29.1,17.6,84.5,97.6,23.32,912.7,1.02
2017-07-30,22.1,28.9,18.1,86,55.4,23.51,912.9,1.18
2017-07-31,22.7,29.1,18.2,84.4,31.6,23.64,913.1,1.26
2017-08-01,22.5,29.1,18.1,83.8,13.4,20.68,912.9,1.26
2017-08-02,22.7,29.6,18.6,82.9,17.6,22.46,913.3,1.23
2017-08-03,23.1,28,18.1,79,12,25.41,914.2,1.35
2017-08-04,23.5,28.1,20.9,85.3,2.1,20.43,913.7,1.59
2017-08-05,22.9,27.5,19.7,88.5,21.3,18.54,912.5,1.57
2017-08-06,23.2,27.9,19.6,82.7,4.2,19.37,911.5,1.4
2017-08-07,22.3,26.7,19.3,86.5,0.6,12.8,910.5,0.58
2017-08-08,22.3,28.8,19.3,87.9,7.4,19.96,910.4,1.14
2017-08-09,23.2,29.6,19,82.3,32.6,20.44,912,1.08
2017-08-10,22.3,30.2,18.9,81.9,1.6,23.43,914,1.2
2017-08-11,22.1,27.6,18.6,84.3,8.2,17.6,914,1.1
2017-08-12,22.6,26.9,19.7,85.3,15.4,20.4,913,1.7
2017-08-13,22.3,27.9,19.3,84.9,3,19.89,912.5,1.42
2017-08-14,23.5,29,19.4,80.4,6,20,911.9,1.11
2017-08-15,23.2,28.3,19.4,83.3,0,24.64,912.2,1.48
2017-08-16,22.8,28.1,18.9,86,40.6,20.66,912.7,1.54
2017-08-17,22.2,28.4,17.7,86.4,64.4,24.45,912.9,1.44
2017-08-18,22.9,28.5,18.3,80.4,55,26.65,912.8,1.87
2017-08-19,22.7,27.4,20,84.1,3.6,21.77,912.1,1.78
2017-08-20,22.6,27.8,20,84.6,2.2,18.83,911.5,1.66
2017-08-21,21.3,24.4,18.3,92.4,61.8,14.77,911.9,1.08
2017-08-22,22.9,28.6,18,80.5,1.6,22.51,912,0.84
2017-08-23,23,28.5,19.5,85.3,0.2,18.23,911,0.84
2017-08-24,23.2,29.4,18.3,81.4,4.6,22.23,909.3,0.84
2017-08-25,23.5,29.5,20.3,83.1,0,13.57,910.7,1.66
2017-08-26,22.7,29.8,18.1,82.5,0.8,21,912.3,1.05
2017-08-27,23.7,30.6,18.7,76.4,23.6,26.22,911.2,1.28
2017-08-28,24.1,30.2,19.2,74.3,0,26.33,911,0.96
2017-08-29,23.7,30.8,17.6,75.5,0,24.27,911.7,0.91
2017-08-30,22.5,29.5,17.7,82.2,9,20.56,912.1,1.11
2017-08-31,22.2,28.5,18.5,86,47.8,21.32,912.4,1.17
2017-09-01,22.7,28.3,18.7,82.4,22.6,24.18,912.6,1
2017-09-02,23.5,29,18.8,81.7,12,23.24,913.5,1.17
2017-09-03,21.6,25.4,19.8,89.2,3.8,16.59,913.5,1.51
2017-09-04,23.6,28.7,19.4,80,9.2,23.3,912.4,1.17
2017-09-05,23.6,29.9,18.5,79.7,0,23.73,911.8,0.83
2017-09-06,23.5,29.7,17.4,76.6,8.8,23.15,911.1,0.61
2017-09-07,24.1,30,19.7,77.7,0,23.75,911,0.76
2017-09-08,23.4,28.6,20.4,83.5,5.6,21.72,910.5,0.88
2017-09-09,23,28.8,18.6,80.3,0,22.61,909.6,0.88
2017-09-10,23.6,28.3,19.8,79.9,0,22.01,909.5,0.75
2017-09-11,22.3,29.1,18.2,86.1,34.8,18.04,910.5,1.03
2017-09-12,22.4,28.4,18.8,86.7,31.4,20.51,911.3,0.73
2017-09-13,22.4,28.2,18.4,86.5,47.2,21.25,911.9,0.77
2017-09-14,24.6,30.6,20,80.6,0,23.37,912.2,1.1
2017-09-15,25.2,31.9,21,79.4,0,21.25,911.6,1
2017-09-16,24.3,29.4,21,82.2,0,20.16,911.4,1.21
2017-09-17,23.5,29.1,20.5,85.1,0.6,20.92,911,1.26
2017-09-18,22.5,28.4,19.5,85.7,16.8,19.97,911.1,0.68
2017-09-19,22.9,29.1,19.9,85,0,13.16,911.7,0.87
2017-09-20,23.6,28.8,19.5,81.8,5.2,18.85,911.4,1.11
2017-09-21,23.5,29.8,19.5,80.1,0,22.32,910.3,1.14
2017-09-22,22.9,28.6,19.4,86.3,59.8,17.34,909.5,1.13
2017-09-23,22.6,27.8,19.6,87.9,11.8,15.93,909,0.89
2017-09-24,21.6,26.3,19.7,94.3,85.6,18.86,909,1.56
2017-09-25,23.4,29,19,82.5,58.4,13.46,909.4,1.73
2017-09-26,24,29.4,19.7,77.7,0.2,18.89,908.6,1.5
2017-09-27,22.9,29.9,18.7,81.3,8.2,18.92,908.8,1.52
2017-09-28,22.8,29.3,19.1,82.8,2.2,17.12,909,0.97
2017-09-29,22.5,28.2,19.3,86.8,13,13.73,909,0.75
2017-09-30,22.1,25.5,19.5,89.1,17,15.13,909.3,0.82
2017-10-01,22.2,27.4,19.9,91.7,21,13.93,907.8,0.97
2017-10-02,23.1,28.4,19.6,87,18.8,14.66,908,0.83
2017-10-03,23.2,28.5,19,84.9,0.8,19.31,909.5,0.77
2017-10-04,22.2,29.1,19.1,88.9,34,20.58,909,1.43
2017-10-05,21.3,26.3,19.4,89,30.8,13.62,906.6,2.01
2017-10-06,21.2,25.3,19,87.8,18,9.06,907.7,0.87
2017-10-07,21.7,25.9,18.4,86.9,0.2,13.36,910.2,1.4
2017-10-08,23.6,30.8,19,81.9,0.6,19.62,910.9,1.56
2017-10-09,24.4,31.2,20.5,79.8,0,18.56,909.9,0.85
2017-10-10,22.6,29.1,18,82.9,26.9,18.43,910.1,0.8
2017-10-11,21.1,26.2,17.3,89.2,91.6,13.93,910.7,1.25
2017-10-12,21.8,27.6,18.8,86.5,5.8,20.16,910.7,1.41
2017-10-13,21,25,19,89.3,7.8,14.13,911.1,1.6
2017-10-14,22,26,18.4,84.8,4.6,12.89,911.7,1.62
2017-10-15,23.1,27.9,20.1,82.2,0.4,21.59,912.2,1.67
2017-10-16,22.6,26.9,20.3,85.7,4.2,17.37,912.1,2.04
2017-10-17,23,28.2,20.5,84.5,9.4,17.92,912,1.86
2017-10-18,22.1,27.2,20.6,87.8,6.6,16.15,912.1,1.82
2017-10-19,22.5,27.1,20.4,86.9,1.2,17.84,911.6,1.89
2017-10-20,22.2,26.4,20.3,88.4,11.4,18.6,911.1,1.83
2017-10-21,21.9,26.9,19.8,88.1,2,17.02,910.8,1.57
2017-10-22,21.4,27,19.1,91.2,3.8,15.05,910.5,0.81
2017-10-23,21.9,27.6,18.9,89.1,61,15.13,910.7,1.36
2017-10-24,21.2,26.7,19.8,91.3,4.8,9.61,909.9,1.46
2017-10-25,19.5,20.5,18.3,92.4,58,9.02,910.7,3.68
2017-10-26,17.9,21.2,16.5,84.2,70.2,10.89,911.4,3.28
2017-10-27,18.9,22,16.4,87.2,0.2,10.67,909.6,1.14
2017-10-28,19.4,22.4,17.2,91.1,0.2,4.22,910,1.23
2017-10-29,20.1,24.8,16.3,78.3,12.2,16.43,912.8,1.65
2017-10-30,19.7,24.8,16.1,85.8,0,22.29,913.3,1.72
2017-10-31,20.2,25.3,18.5,89.2,5,14.16,913,1.84
2017-11-01,21.2,27,17.8,84,1.2,20.03,912.6,1.72
2017-11-02,21.8,26.9,18.4,85.2,0,19.87,913.1,1.75
2017-11-03,21.7,25.1,20,86.2,1,14.18,913.2,2.1
2017-11-04,20.5,24.7,17.4,87.1,2.6,13.27,912.5,2.27
2017-11-05,19,20.8,17.6,90,0.8,12.9,913,2.05
2017-11-06,20,24,17.6,87.7,12.4,10.67,913.2,2
2017-11-07,19.9,24.2,17.6,89.4,16.8,12.09,912,2.41
2017-11-08,19.1,23.2,14.5,89.1,9,11.46,911.6,2.33
2017-11-09,18.9,24.5,13.9,84.3,9.8,17.17,912.1,2.29
2017-11-10,20.4,24.6,18.2,80.6,0.4,12.19,911.6,2.92
2017-11-11,20.1,21.3,18.2,86.7,1.2,9.74,910.8,2.72
2017-11-12,21.6,26.4,19.4,82.9,4.8,13.85,910.4,2.53
2017-11-13,21.5,25.7,19.2,79.3,0.8,14.38,910.8,2.37
2017-11-14,21.2,24.4,19.7,77,0.2,12.41,911.3,2.52
2017-11-15,21.3,25.5,19,80.8,0,16.79,911.7,2.18
2017-11-16,19.5,23.9,17.1,86.9,8.4,12.08,912.9,2.1
2017-11-17,18,21.8,15.3,89.6,0.4,15.62,913.2,2.11
2017-11-18,18.8,25.1,14.2,81.3,1,21.71,911.9,1.71
2017-11-19,19.1,24.7,14.7,81.9,0,16.79,912.1,1.57
2017-11-20,18.7,22.6,16.5,88,0,15.35,912.9,2.21
2017-11-21,19.3,25.1,14.5,82.8,0.6,20.41,911.7,1.29
2017-11-22,21.2,27.7,16,81.8,0,20.99,911.5,1
2017-11-23,20.1,23.6,17.7,73.7,1.8,8.55,913.1,2.08
2017-11-24,18.7,22.7,15.9,77.2,0,15.4,913.3,2.11
2017-11-25,19.4,25.3,14,77.2,0,20.08,913.2,1.42
2017-11-26,20.2,26.2,17.8,81.7,0,17.81,913,2.3
2017-11-27,17.9,20.9,15,85.8,3.2,12.3,913,2.87
2017-11-28,18.6,23.1,15,79.7,0.2,18.86,913.3,1.88
2017-11-29,18.9,23,16.6,81.2,0,13.47,913.9,2.2
2017-11-30,19.3,23.8,16.9,79.2,0.6,10.98,913.4,2.57
2017-12-01,18.9,22,16.7,86.6,1.6,12.14,913.2,2.62
2017-12-02,19.3,23.2,17.5,90.1,2,12.29,913,2.52
