"Date","year","DOY","Tair","RH","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin","Rain","HR"
"2003-02-08",2003,39,19.137,80,17.378,897.341,0.629,374.76,9.137,8.342,0.339,5.183,22.8,14.4,0,NA
"2003-02-09",2003,40,20.015,77.982,19.96,898.597,0.836,374.76,10.015,9.581,0.275,5.923,24.6,7.5,0,NA
"2003-02-10",2003,41,18.713,78.333,17.979,898.358,0.8,374.76,8.713,8.63,0.318,5.476,22.2,8.9,0,NA
"2003-02-11",2003,42,17.762,79.231,17.807,897.984,0.722,374.76,7.762,8.547,0.319,5.05,21.6,8.3,0,NA
"2003-02-12",2003,43,16.747,83.974,9.555,897.437,0.741,374.76,6.747,4.586,0.457,3.493,20.9,12.5,0,NA
"2003-02-13",2003,44,18.016,74.06,22.966,896.449,0.835,374.76,8.016,11.024,0.239,6.325,20.5,13.2,0,NA
"2003-02-14",2003,45,18.282,71.454,24.094,896.131,0.75,374.76,8.282,11.565,0.219,7.885,24,10.5,0,NA
"2003-02-15",2003,46,18.891,73.414,24.166,895.858,0.803,374.76,8.891,11.6,0.222,7.207,26.5,4.5,0,NA
"2003-02-16",2003,47,19.653,74.781,21.983,896.391,0.844,374.76,9.653,10.552,0.246,7.084,25.6,11.9,0.5,NA
"2003-02-17",2003,48,17.986,84.589,9.155,896.804,0.38,374.76,7.986,4.395,0.435,3.505,19,11.5,1.2,NA
"2003-02-18",2003,49,19.645,73.946,23.997,896.541,0.956,374.76,9.645,11.518,0.228,7.067,19.5,13,1.1,NA
"2003-02-19",2003,50,18.886,79.903,23.32,896.492,0.863,374.76,8.886,11.193,0.246,5.335,23,12.4,0.7,NA
"2003-02-20",2003,51,18.869,82.417,12.886,895.363,0.484,374.76,8.869,6.185,0.408,4.21,26.2,10,0,NA
"2003-02-21",2003,52,19.258,81.26,14.147,895.999,0.528,374.76,9.258,6.79,0.379,4.85,25,11.2,0,NA
"2003-02-22",2003,53,20.031,82.982,14.628,897.215,0.625,374.76,10.031,7.022,0.376,4.519,24.8,13.5,0,NA
"2003-02-23",2003,54,16.177,86.022,20.4,899.812,0.864,374.76,6.177,9.792,0.299,3.139,24.5,10.5,0,NA
"2003-02-24",2003,55,13.284,88.003,10.776,902.087,0.405,374.76,3.284,5.172,0.433,2.014,25.1,12.7,0,NA
"2003-02-25",2003,56,12.659,94.464,9.876,902.685,0.76,374.76,2.659,4.741,0.442,0.826,24.9,11,0,NA
"2003-02-26",2003,57,14.154,91.157,12.698,902.184,0.53,374.76,4.154,6.095,0.415,1.599,25.3,10.6,0,NA
"2003-02-27",2003,58,15.235,94.76,5.297,901.522,1.153,374.76,5.235,2.543,0.479,0.908,26.1,11.5,0,NA
"2003-02-28",2003,59,15.828,94.244,7.39,901.939,1.037,374.76,5.828,3.547,0.455,1.043,26.1,11,0,NA
"2003-03-01",2003,60,16.585,88.336,13.286,901.12,0.871,374.76,6.585,6.377,0.403,2.482,28.7,14.6,0,NA
"2003-03-02",2003,61,15.307,93.603,7.073,900.237,0.428,374.76,5.307,3.395,0.477,1.137,30.2,7.7,0,NA
"2003-03-03",2003,62,15.148,94.009,7.218,900.587,0.422,374.76,5.148,3.465,0.468,1.059,29.2,8.4,0,NA
"2003-03-04",2003,63,16.548,84.489,12.305,900.133,0.76,374.76,6.548,5.906,0.416,3.135,28.3,15,0,NA
"2003-03-05",2003,64,17.498,78.048,20.351,900.085,1.215,374.76,7.498,9.769,0.308,4.775,28,12.3,0,NA
"2003-03-06",2003,65,18.013,77.442,20.785,900.391,1.294,374.76,8.013,9.977,0.293,4.847,29.5,12.3,0,NA
"2003-03-07",2003,66,18.169,80.115,22.766,900.149,1.236,374.76,8.169,10.928,0.261,4.578,27.5,13.8,0,NA
"2003-03-08",2003,67,17.504,89.569,14.153,900.361,0.841,374.76,7.504,6.794,0.397,2.269,25.5,11.9,0,NA
"2003-03-09",2003,68,19.664,80.78,24.243,900.745,1.064,374.76,9.664,11.636,0.246,4.931,27,11.8,0,NA
"2003-03-10",2003,69,18.998,77.136,22.222,901.55,1.302,374.76,8.998,10.667,0.266,5.348,24.2,13,0,NA
"2003-03-11",2003,70,17.243,83.017,18.313,901.059,0.992,374.76,7.243,8.79,0.345,3.837,25.4,9.5,0,NA
"2003-03-12",2003,71,18.186,75.229,25.331,899.741,1.167,374.76,8.186,12.159,0.216,5.729,26.7,9.2,0,NA
"2003-03-13",2003,72,18.602,79.735,22.777,898.756,1.01,374.76,8.602,10.933,0.272,4.929,25.3,9.7,0,NA
"2003-03-14",2003,73,18.962,79.161,23.249,898.724,1.311,374.76,8.962,11.159,0.264,5.022,22.6,12,0,NA
"2003-03-15",2003,74,16.191,89.66,10.445,900.375,0.87,374.76,6.191,5.014,0.449,2.023,21.5,10.5,2,NA
"2003-03-16",2003,75,16.933,84.14,14.374,899.74,0.852,374.76,6.933,6.899,0.397,3.169,22.4,8.1,0,NA
"2003-03-17",2003,76,17.915,79.021,18.482,899.002,1.031,374.76,7.915,8.871,0.331,4.503,23.8,4.4,0,NA
"2003-03-18",2003,77,19.562,75.555,25.634,899.02,1.237,374.76,9.562,12.304,0.212,6.29,24.5,6.5,0,NA
"2003-03-19",2003,78,19.879,78.079,24.401,899.122,1.223,374.76,9.879,11.712,0.261,5.388,26,5.3,0,NA
"2003-03-20",2003,79,21.363,76.711,24.189,898.104,1.072,374.76,11.363,11.611,0.227,6.715,26.6,6.1,0,NA
"2003-03-21",2003,80,20.72,80.892,18.9,897.062,0.995,374.76,10.72,9.072,0.325,5.025,27.4,10.2,0,NA
"2003-03-22",2003,81,21.729,79.76,24.375,897.818,1.134,374.76,11.729,11.7,0.249,5.721,25.5,11.7,0,NA
"2003-03-23",2003,82,22.418,77.94,22.509,898.709,1.101,374.76,12.418,10.804,0.295,6.304,24.8,13.4,0.2,NA
"2003-03-24",2003,83,22.288,73.679,20.458,898.994,1,374.76,12.288,9.82,0.334,7.665,22.6,13.7,0.1,NA
"2003-03-25",2003,84,21.468,81.268,22.096,899.143,0.941,374.76,11.468,10.606,0.318,5.239,25.7,9.7,9.3,NA
"2003-03-26",2003,85,20.23,81.104,18.587,896.528,0.867,374.76,10.23,8.922,0.374,5.381,24.1,12.8,0,NA
"2003-03-27",2003,86,19.694,79.586,12.89,896.985,0.549,374.76,9.694,6.187,0.452,5.728,23.7,14.9,4.1,NA
"2003-03-28",2003,87,19.554,80.104,10.963,896.467,0.458,374.76,9.554,5.262,0.482,5.496,25.6,14.5,0,NA
"2003-03-29",2003,88,20.384,81.464,19.125,896.697,0.63,374.76,10.384,9.18,0.369,5.484,28,12.9,2.2,NA
"2003-03-30",2003,89,21.419,79.846,13.379,896.988,0.585,374.76,11.419,6.422,0.457,6.251,20.1,4.8,0.5,NA
"2003-03-31",2003,90,20.614,83.034,23.367,897.482,0.792,374.76,10.614,11.216,0.3,4.915,10.6,3.5,0.3,NA
"2003-04-01",2003,91,18.878,83.919,16.945,897.144,0.629,374.76,8.878,8.134,0.408,4.22,14.8,7.5,0,NA
"2003-04-02",2003,92,17.395,95.505,24.133,896.215,0.801,374.76,7.395,11.584,0.276,0.907,22.4,10,0,NA
"2003-04-03",2003,93,16.793,93.746,18.833,896.139,0.763,374.76,6.793,9.04,0.384,1.196,23.7,14,0,NA
"2003-04-04",2003,94,19.481,78.46,19.012,895.6,0.659,374.76,9.481,9.126,0.369,6.05,25.7,13.5,12,NA
"2003-04-05",2003,95,20.074,90.069,23.352,894.742,0.667,374.76,10.074,11.209,0.302,2.625,27.8,12.5,0,NA
"2003-04-06",2003,96,20.658,90.494,24.288,894.767,0.757,374.76,10.658,11.658,0.276,2.716,27.5,14,0,NA
"2003-04-07",2003,97,19.779,92.409,13.697,894.893,0.575,374.76,9.779,6.574,0.456,1.931,25.9,9.5,0,NA
"2003-04-08",2003,98,19.344,91.517,11.579,895.154,0.465,374.76,9.344,5.558,0.472,2.061,27.3,10.2,0,NA
"2003-04-09",2003,99,21.845,85.97,23.972,895.954,0.816,374.76,11.845,11.506,0.282,4.449,22.8,11.2,0,NA
"2003-04-10",2003,100,22.364,85.751,22.919,896.646,0.822,374.76,12.364,11.001,0.296,4.503,18.8,13,4.2,NA
"2003-04-11",2003,101,21.475,82.813,21.612,896.36,0.756,374.76,11.475,10.374,0.324,5.003,24.2,7.5,0,NA
"2003-04-12",2003,102,19.588,87.43,11.867,895.553,0.575,374.76,9.588,5.696,0.472,3.131,24.4,7.3,8.3,NA
"2003-04-13",2003,103,19.447,87.225,8.976,896.192,0.425,374.76,9.447,4.309,0.509,3.277,21.3,15,0,NA
"2003-04-14",2003,104,19.832,85.331,12.514,897.108,0.348,374.76,9.832,6.007,0.454,3.652,25.2,11,0,NA
"2003-04-15",2003,105,18.883,88.452,10.855,897.771,0.413,374.76,8.883,5.21,0.465,2.71,24.5,7.8,0,NA
"2003-04-16",2003,106,17.987,85.81,13.449,897.139,0.545,374.76,7.987,6.455,0.434,3.126,26.5,6.2,0,NA
"2003-04-17",2003,107,19.829,74.302,25.668,896.848,0.688,374.76,9.829,12.321,0.244,6.92,26.8,5.7,0,NA
"2003-04-18",2003,108,20.656,75.275,25.419,897.079,0.851,374.76,10.656,12.201,0.254,6.994,28.3,6,0,NA
"2003-04-19",2003,109,21.036,82.085,21.418,897.923,0.805,374.76,11.036,10.281,0.322,5.37,27.7,5.2,0,NA
"2003-04-20",2003,110,19.127,83.126,14.786,898.728,0.682,374.76,9.127,7.097,0.424,4.225,27,6.4,0,NA
"2003-04-21",2003,111,19.75,75.211,21.696,897.228,0.979,374.76,9.75,10.414,0.338,6.026,25.4,7.8,0,NA
"2003-04-22",2003,112,21.137,83.174,20.049,895.994,0.124,374.76,11.137,9.624,0.346,4.799,22.9,14,0,NA
"2003-04-23",2003,113,19.61,88.554,24.213,895.352,0.05,374.76,9.61,11.622,0.287,2.888,26.7,10.5,0,NA
"2003-04-24",2003,114,19.559,88.996,17.507,895.404,0.369,374.76,9.559,8.404,0.402,2.79,26.7,11.5,0,NA
"2003-04-25",2003,115,19.545,88.932,19.064,896.005,0.435,374.76,9.545,9.15,0.369,2.815,25.8,10.2,0,NA
"2003-04-26",2003,116,19.02,91.154,13.326,895.587,0.36,374.76,9.02,6.397,0.442,2.204,28.1,10.1,0,NA
"2003-04-27",2003,117,18.287,89.814,14.252,895.681,0.497,374.76,8.287,6.841,0.436,2.472,29.1,11.1,0,NA
"2003-04-28",2003,118,19.68,78.66,7.335,896.789,0.549,374.76,9.68,3.521,0.506,6.205,27.2,12.5,2,NA
"2003-04-29",2003,119,20.276,78.353,23.435,898.108,0.873,374.76,10.276,11.249,0.285,6.405,27.5,11,8.4,NA
"2003-04-30",2003,120,20.883,81.425,24.537,898.471,0.846,374.76,10.883,11.778,0.263,5.455,28.4,13,0,NA
"2003-05-01",2003,121,19.212,84.507,24.907,898.603,0.583,374.76,9.212,11.956,0.253,3.952,27.3,14.2,0.1,NA
"2003-05-02",2003,122,18.922,79.566,23.616,898.981,0.412,374.76,8.922,11.336,0.287,5.35,28.7,14,20.7,NA
"2003-05-03",2003,123,19.61,78.337,23.606,898.599,0.433,374.76,9.61,11.331,0.291,5.759,28.4,12.5,0,NA
"2003-05-04",2003,124,20.206,81.578,10.9,897.504,0.562,374.76,10.206,5.232,0.485,5.242,26.2,10.5,0,NA
"2003-05-05",2003,125,20.979,85.389,21.541,896.525,0.717,374.76,10.979,10.339,0.318,4.224,27,13.5,0,NA
"2003-05-06",2003,126,21.466,80.799,8.779,895.612,0.429,374.76,11.466,4.214,0.467,5.862,26.4,13.6,0,NA
"2003-05-07",2003,127,20.96,86.626,7.355,896.865,0.731,374.76,10.96,3.53,0.511,3.927,28.3,9.1,0,NA
"2003-05-08",2003,128,20.973,88.009,8.473,897.872,0.628,374.76,10.973,4.067,0.497,3.512,26.8,8,0,NA
"2003-05-09",2003,129,18.358,91.167,18.088,897.845,0.83,374.76,8.358,8.682,0.381,1.989,27.6,8.2,0,NA
"2003-05-10",2003,130,19.724,79.177,16.534,897.29,0.747,374.76,9.724,7.936,0.398,5.987,27.7,10.5,0,NA
"2003-05-11",2003,131,19.961,80.776,8.741,897.393,0.564,374.76,9.961,4.196,0.505,5.585,28.2,8,0,NA
"2003-05-12",2003,132,18.469,72.36,14.318,896.829,0.607,374.76,8.469,6.873,0.441,7.668,24.8,12.5,1.8,NA
"2003-05-13",2003,133,19.139,74.35,20.72,896.524,0.793,374.76,9.139,9.946,0.33,7.207,23.8,15.7,0.3,NA
"2003-05-14",2003,134,20.771,85.131,8.498,896.277,0.447,374.76,10.771,4.079,0.504,4.366,26,15.5,0,NA
"2003-05-15",2003,135,20.965,87.927,17.295,895.155,0.652,374.76,10.965,8.302,0.387,3.712,26.8,14,24,NA
"2003-05-16",2003,136,19.717,91.044,12.814,894.95,0.635,374.76,9.717,6.151,0.439,2.423,26.8,14.2,0.5,NA
"2003-05-17",2003,137,20.849,89.158,14.788,895.677,0.64,374.76,10.849,7.098,0.425,2.976,27.5,14,0,NA
"2003-05-18",2003,138,20.011,88.388,13.88,896.216,0.678,374.76,10.011,6.663,0.454,3.148,25.5,14.4,33.6,NA
"2003-05-19",2003,139,19.168,94.697,8.218,896.853,0.49,374.76,9.168,3.944,0.511,1.254,26.1,14.5,0.8,NA
"2003-05-20",2003,140,21.485,85.411,21.127,896.983,0.723,374.76,11.485,10.141,0.329,4.313,25.5,13.8,7.6,NA
"2003-05-21",2003,141,20.567,88.463,14.967,896.605,0.586,374.76,10.567,7.184,0.422,3.215,23.7,13.9,0.1,NA
"2003-05-22",2003,142,21.228,86.889,20.847,896.014,0.738,374.76,11.228,10.007,0.336,4.072,24,12.5,0,NA
"2003-05-23",2003,143,19.999,88.151,14.627,895.325,0.699,374.76,9.999,7.021,0.43,3.246,24.4,13.1,0,NA
"2003-05-24",2003,144,19.242,92.126,9.958,895.608,0.479,374.76,9.242,4.78,0.484,2.061,23.8,13.3,0,NA
"2003-05-25",2003,145,20.876,88.018,17.025,895.614,0.643,374.76,10.876,8.172,0.408,3.359,25,11.5,40.4,NA
"2003-05-26",2003,146,21.61,87.003,16.795,898.323,0.842,374.76,11.61,8.061,0.404,3.669,23.8,11.5,1.2,NA
"2003-05-27",2003,147,21.249,91.972,13.368,897.86,0.763,374.76,11.249,6.416,0.45,2.276,24.5,13.8,34.8,NA
"2003-05-28",2003,148,20.985,88.843,17.266,897.281,0.804,374.76,10.985,8.288,0.393,3.016,23.7,15,8,NA
"2003-05-29",2003,149,21.878,88.391,16.527,897.38,0.844,374.76,11.877,7.933,0.389,3.377,22.4,16,20.9,NA
"2003-05-30",2003,150,21.615,86.749,14.705,898.361,1.028,374.76,11.615,7.058,0.422,3.692,25.5,15.5,2.8,NA
"2003-05-31",2003,151,21.753,81.007,17.777,898.464,0.844,374.76,11.753,8.533,0.385,5.34,24.5,15.4,0,NA
"2003-06-01",2003,152,21.856,89.124,20.051,898.057,0.817,374.76,11.856,9.624,0.345,3.197,24.4,14,9.8,NA
"2003-06-02",2003,153,23.095,91.463,18.416,897.421,0.78,374.76,13.095,8.84,0.377,2.758,23.6,14.7,12.1,NA
"2003-06-03",2003,154,23.148,91.056,18.359,898.354,0.777,374.76,13.148,8.812,0.377,2.854,24.6,15.2,0.4,NA
"2003-06-04",2003,155,22.441,89.232,11.133,898.976,0.601,374.76,12.441,5.344,0.48,3.167,22.3,15,11.5,NA
"2003-06-05",2003,156,21.268,86.13,12.46,898.266,0.857,374.76,11.268,5.981,0.445,3.683,23.2,14.5,0.3,NA
"2003-06-06",2003,157,21.418,88.969,11.033,898.496,0.739,374.76,11.418,5.296,0.463,2.937,24.3,14.8,0.1,NA
"2003-06-07",2003,158,20.502,90.844,7.154,899.479,0.615,374.76,10.502,3.434,0.509,2.301,25.3,12.8,9,NA
"2003-06-08",2003,159,21.428,83.815,14.487,899.161,0.732,374.76,11.428,6.954,0.432,4.461,24.1,11.9,21.3,NA
"2003-06-09",2003,160,22.561,85.017,16.751,899.118,0.849,374.76,12.561,8.041,0.388,4.533,24.2,12,10.9,NA
"2003-06-10",2003,161,23.11,86.324,21.53,898.626,0.876,374.76,13.11,10.334,0.32,4.231,24,12.5,0.4,NA
"2003-06-11",2003,162,22.289,88.236,16.765,897.945,0.821,374.76,12.289,8.047,0.388,3.387,24.2,12,27.3,NA
"2003-06-12",2003,163,21.603,85.663,14.904,897.265,0.758,374.76,11.603,7.154,0.438,4.076,24,14.8,25.9,NA
"2003-06-13",2003,164,21.165,87.261,19.074,897.351,0.926,374.76,11.165,9.155,0.359,3.578,22.2,13.5,20.5,NA
"2003-06-14",2003,165,21.156,86.984,17.682,897.796,0.795,374.76,11.156,8.487,0.381,3.557,24.5,11.4,0,NA
"2003-06-15",2003,166,20.975,87.696,15.404,898.141,0.896,374.76,10.975,7.394,0.427,3.248,24,14,0,NA
"2003-06-16",2003,167,21.524,84.355,16.454,898.243,0.87,374.76,11.524,7.898,0.393,4.321,24,13.5,0.7,NA
"2003-06-17",2003,168,21.796,85.573,21.779,898.395,0.92,374.76,11.796,10.454,0.323,4.141,24,15.9,35,NA
"2003-06-18",2003,169,21.611,86.383,19.599,898.497,0.948,374.76,11.611,9.408,0.348,4.038,22.7,15.8,20.3,NA
"2003-06-19",2003,170,21.548,85.591,17.742,898.225,0.818,374.76,11.548,8.516,0.364,4.007,23.6,16.6,0.5,NA
"2003-06-20",2003,171,21.884,88.122,15.299,898.463,0.76,374.76,11.884,7.343,0.423,3.336,22,16.3,0.7,NA
"2003-06-21",2003,172,23.288,84.479,23.657,898.566,0.944,374.76,13.287,11.355,0.288,4.963,24.5,14.5,13.1,NA
"2003-06-22",2003,173,22.004,82.616,18.265,898.536,0.78,374.76,12.004,8.767,0.362,5.342,24,14.4,14.8,NA
"2003-06-23",2003,174,21.974,82.585,16.598,897.551,0.883,374.76,11.974,7.967,0.406,4.919,23,13,3.6,NA
"2003-06-24",2003,175,22.416,82.76,20.699,897.225,0.846,374.76,12.416,9.936,0.336,5.1,22.9,13.6,3.8,NA
"2003-06-25",2003,176,21.686,83.505,23.027,897.81,1.121,374.76,11.686,11.053,0.296,4.796,23.2,15.4,0.4,NA
"2003-06-26",2003,177,20.522,87.576,12.242,899.256,0.835,374.76,10.522,5.876,0.469,3.12,24.3,12.9,12,NA
"2003-06-27",2003,178,20.438,89.488,10.983,899.574,0.764,374.76,10.438,5.272,0.451,2.764,25.5,13.1,20.6,NA
"2003-06-28",2003,179,20.035,88.398,7.479,900.093,0.736,374.76,10.035,3.59,0.498,2.849,23.7,15,6.8,NA
"2003-06-29",2003,180,19.664,89.654,11.259,898.934,0.708,374.76,9.664,5.404,0.453,2.467,23.7,12.9,0,NA
"2003-06-30",2003,181,21.063,87.712,18.017,898.232,0.77,374.76,11.063,8.648,0.379,3.429,25,11.5,0,NA
"2003-07-01",2003,182,21.436,84.824,20.172,897.782,0.877,374.76,11.436,9.683,0.331,4.273,24,12.2,0,NA
"2003-07-02",2003,183,21.894,83.209,16.963,897.496,0.764,374.76,11.894,8.142,0.37,4.783,24.5,13,0,NA
"2003-07-03",2003,184,20.991,82.986,12.725,898.47,0.714,374.76,10.991,6.108,0.463,4.388,24,8.8,0,NA
"2003-07-04",2003,185,20.386,85.276,10.078,899.264,0.763,374.76,10.386,4.837,0.499,3.718,25,11.5,30.5,NA
"2003-07-05",2003,186,19.829,83.697,11.541,899.767,0.686,374.76,9.829,5.54,0.463,4.028,22.8,11.8,0,NA
"2003-07-06",2003,187,21.508,82.21,19.272,899.386,0.971,374.76,11.508,9.25,0.352,4.752,23,14.2,8.4,NA
"2003-07-07",2003,188,20.042,88.823,6.762,898.754,0.677,374.76,10.042,3.246,0.514,2.612,23.6,14,0.4,NA
"2003-07-08",2003,189,20.751,72.146,21.96,899.89,1.088,374.76,10.751,10.541,0.29,7.512,23.1,10.9,0.6,NA
"2003-07-09",2003,190,19.77,79.398,4.714,899.998,0.676,374.76,9.77,2.262,0.517,5.085,22,11,0,NA
"2003-07-10",2003,191,21.583,83.62,14.234,899.306,1.215,374.76,11.583,6.832,0.416,4.341,22.8,13.1,0,NA
"2003-07-11",2003,192,21.532,89.091,9.055,898.227,0.932,374.76,11.532,4.346,0.51,2.923,23.1,14,0,NA
"2003-07-12",2003,193,21.246,92.142,11.792,899.214,1.079,374.76,11.246,5.66,0.435,2.205,22.6,15,8.7,NA
"2003-07-13",2003,194,19.639,90.314,7.572,899.946,1.157,374.76,9.639,3.634,0.501,2.313,21.6,13.9,14.1,NA
"2003-07-14",2003,195,19.392,85.023,12.402,899.037,0.556,374.76,9.392,5.953,0.457,3.616,24,14.2,30.7,NA
"2003-07-15",2003,196,21.289,82.823,23.515,898.154,0.578,374.76,11.289,11.287,0.286,4.832,23.5,15.5,1.6,NA
"2003-07-16",2003,197,21.635,89.519,16.818,898.748,0.414,374.76,11.635,8.073,0.383,3.103,23.2,14,0,NA
"2003-07-17",2003,198,20.786,87.096,12.901,898.231,0.254,374.76,10.786,6.192,0.454,3.371,22.8,12.6,7.4,NA
"2003-07-18",2003,199,21.061,88.515,12.942,897.825,0.599,374.76,11.061,6.212,0.423,3.12,22.5,13,0,NA
"2003-07-19",2003,200,20.719,87.653,9.962,898.273,0.829,374.76,10.719,4.782,0.471,3.107,23.1,14,0,NA
"2003-07-20",2003,201,21.426,87.042,11.873,899.167,0.904,374.76,11.426,5.699,0.453,3.457,23.2,14,0,NA
"2003-07-21",2003,202,21.93,79.533,20.52,899.184,0.81,374.76,11.93,9.849,0.34,5.948,23.2,16.5,1.1,NA
"2003-07-22",2003,203,21.621,79.878,19.407,897.91,0.832,374.76,11.621,9.316,0.362,5.622,22.2,14,0,NA
"2003-07-23",2003,204,21.636,85.703,17.237,897.4,1.039,374.76,11.636,8.274,0.374,3.847,23.7,14.4,0,NA
"2003-07-24",2003,205,20.787,87.412,6.272,897.923,1.134,374.76,10.787,3.01,0.503,3.188,24.5,14.4,0.5,NA
"2003-07-25",2003,206,22.626,82.948,24.502,899.248,0.647,374.76,12.626,11.761,0.271,5.224,21.8,15.4,4.4,NA
"2003-07-26",2003,207,20.341,91.44,14.028,897.789,0.659,374.76,10.341,6.733,0.432,2.307,22.5,13.9,0.6,NA
"2003-07-27",2003,208,20.301,90.778,24.219,897.856,0.649,374.76,10.301,11.625,0.272,2.541,22.4,15.8,0.2,NA
"2003-07-28",2003,209,20.602,90.275,11.543,897.155,0.375,374.76,10.602,5.541,0.479,2.687,21.2,13.8,4.7,NA
