"Date","year","DOY","Tair","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin","RH","Rain"
"2003-02-12",2006,43,18.383,11.282,895.936,1.076,399.966,8.383,5.415,0.424,1.197,20.488625,13.48,82.250815625,0.5250001
"2003-02-13",2006,44,16.671,3.641,896.661,1.625,399.966,6.671,1.748,0.479,0.678,21.239775,14.002475,84.07519375,1.11666695
"2003-02-14",2006,45,16.648,16.123,896.093,1.207,399.966,6.648,7.739,0.354,2.21,19.92645,14.957,89.9219635425,17.74166535
"2003-02-15",2006,46,16.773,2.316,895.733,1.374,399.966,6.773,1.112,0.479,0.244,19.845925,15.247,89.4378104175,16.91667
"2003-02-16",2006,47,17.629,1.547,894.189,1.413,399.966,7.629,0.743,0.479,2.327,21.156,13.239475,86.453290625,26.67499895
"2003-02-17",2006,48,18.685,17.785,894.998,1.361,399.966,8.685,8.537,0.327,5.343,20.8881,14.73865,89.49628646,8.599996375
"2003-02-18",2006,49,19.057,15.701,896.116,1.135,399.966,9.057,7.536,0.366,3.535,21.435,14.1487,72.4601697925,2.07500135
"2003-02-19",2006,50,18.684,19.707,895.752,1.398,399.966,8.684,9.459,0.296,4.758,19.5568,15.136775,85.3169041675,16.74166815
"2003-02-20",2006,51,17.253,4.305,898.332,0.846,399.966,7.253,2.067,0.478,0.454,19.0825,15.353725,91.461059375,31.83333505
"2003-02-21",2006,52,18.363,11.146,897.333,1.054,399.966,8.363,5.35,0.418,2.345,20.3225,14.679225,89.9556708325,26.941660425
"2003-02-22",2006,53,18.959,17.626,896.291,1.464,399.966,8.959,8.461,0.332,4.986,19.961925,15.76,89.6168520825,19.474999225
"2003-02-23",2006,54,19.355,20.539,896.376,1.573,399.966,9.355,9.859,0.286,5.491,21.3298,12.829025,86.8565541675,8.674999725
"2003-02-24",2006,55,18.423,17.713,896.927,1.534,399.966,8.423,8.502,0.325,5.675,18.909975,13.781075,85.3202437475,27.666666775
"2003-02-25",2006,56,18.961,19.283,896.618,1.325,399.966,8.961,9.256,0.311,7.931,20.277275,14.791,88.750192705,17.5833322
"2003-02-26",2006,57,18.437,7.91,897.044,0.79,399.966,8.437,3.797,0.469,3.459,20.059475,13.6297,85.98035729,3.558331375
"2003-02-27",2006,58,19.501,19.797,898.245,1.485,399.966,9.501,9.502,0.303,4.86,20.0575,13.39855,88.318465625,6.3750012
"2003-02-28",2006,59,17.192,3.829,898.9,0.832,399.966,7.192,1.838,0.479,2.212,21.8202,14.3536,85.3327177075,5.425000125
"2003-03-01",2006,60,17.871,2.971,897.861,1.27,399.966,7.871,1.426,0.479,1.57,20.1712,12.574925,84.57283021,6.05833355
"2003-03-02",2006,61,18.158,13.069,895.779,1.644,399.966,8.158,6.273,0.417,5.87,20.49445,13.1025,82.2583354175,4.57500015
"2003-03-03",2006,62,18.357,19.417,895.746,1.57,399.966,8.357,9.32,0.311,6.028,19.680775,12.962975,86.1264875,7.183335
"2003-03-04",2006,63,19.007,20.056,896.968,1.664,399.966,9.007,9.627,0.297,6.948,20.712775,13.313725,79.56376771,4.400000375
"2003-03-05",2006,64,19.064,20.519,897.783,1.657,399.966,9.064,9.849,0.289,6.521,19.320925,12.283325,82.98774167,3.633333375
"2003-03-06",2006,65,20.161,18.696,896.493,1.52,399.966,10.161,8.974,0.328,7.065,20.241475,12.8271,85.8591927075,3.49166675
"2003-03-07",2006,66,17.054,6.633,894.494,1.059,399.966,7.054,3.184,0.46,1.806,20.30975,13.676725,85.7118333325,4.25000115
"2003-03-08",2006,67,17.617,8.309,893.619,1.318,399.966,7.617,3.988,0.45,2.955,21.18535,12.967525,81.0428406275,3.750002975
"2003-03-09",2006,68,17.535,7.208,895.441,0.773,399.966,7.535,3.46,0.461,2.514,18.246425,11.794825,83.6865812475,4.158333875
"2003-03-10",2006,69,18.575,14.423,895.928,0.989,399.966,8.575,6.923,0.389,2.052,19.843525,13.913675,90.905429165,12.4750021
"2003-03-11",2006,70,18.985,7.663,896.616,0.92,399.966,8.985,3.678,0.451,1.515,19.964725,12.1611,83.87169375,5.983334875
"2003-03-12",2006,71,18.46,4.572,897.472,1.343,399.966,8.46,2.195,0.47,0.614,20.263075,13.3712,86.5344395825,4.916667525
"2003-03-13",2006,72,18.161,9.844,897.789,1.057,399.966,8.161,4.725,0.439,2.903,18.766325,11.20275,76.7576677075,1.53333365
"2003-03-14",2006,73,18.671,18.831,898.006,1.432,399.966,8.671,9.039,0.334,5.334,19.7778,14.08415,82.0391718725,6.891667575
"2003-03-15",2006,74,18.89,13.353,897.05,1.264,399.966,8.89,6.409,0.416,4.186,21.8523,11.3134775,68.962716665,2.041666525
"2003-03-16",2006,75,17.047,4.996,897.232,1.074,399.966,7.047,2.398,0.479,0.924,20.47705,13.812825,81.812484375,8.908331775
"2003-03-17",2006,76,17.97,13.62,898.664,1.332,399.966,7.97,6.538,0.414,6.386,20.34,12.6562,86.76245625,19.600002975
"2003-03-18",2006,77,18.613,18.499,898.279,1.367,399.966,8.613,8.879,0.333,7.499,19.245,14.8351,92.0173760425,33.14166625
"2003-03-19",2006,78,18.737,17.871,896.801,1.302,399.966,8.737,8.578,0.347,5.701,20.1799,14.62755,87.495252085,18.06667145
"2003-03-20",2006,79,18.558,17.603,896.792,1.538,399.966,8.558,8.449,0.342,4.767,19.175625,14.945625,91.4166625,27.658340525
"2003-03-21",2006,80,18.39,18.307,897.323,1.405,399.966,8.39,8.787,0.333,5.089,19.337375,14.826125,92.046934375,44.058329125
"2003-03-22",2006,81,18.921,20.056,897.69,1.454,399.966,8.921,9.627,0.306,6.227,19.726575,14.783275,87.923284375,20.025003525
"2003-03-23",2006,82,19.274,19.429,898.955,1.468,399.966,9.274,9.326,0.36,4.802,19.681625,15.1108,90.12801979,10.33333485
"2003-03-24",2006,83,19.015,15.092,897.96,1.105,399.966,9.015,7.244,0.437,5.001,19.7075,15.281425,92.2996270825,33.208332125
"2003-03-25",2006,84,19.263,18.465,898.267,1.478,399.966,9.263,8.863,0.373,5.617,20.944925,15.60075,88.77344896,18.791668625
"2003-03-26",2006,85,18.992,20.218,898.698,1.396,399.966,8.992,9.705,0.351,5.636,21.8767,14.725125,86.627990625,15.333331575
"2003-03-27",2006,86,19.278,20.313,898.472,1.46,399.966,9.278,9.75,0.345,5.323,19.954375,15.101475,91.81593229,23.933336475
"2003-03-28",2006,87,19.952,21.364,899.103,1.476,399.966,9.952,10.255,0.33,5.008,18.626825,15.159525,95.58668229,31.4583344
"2003-03-29",2006,88,18.541,14.765,901.539,0.984,399.966,8.541,7.087,0.435,3.776,19.29725,15.402575,92.838125,38.48333725
"2003-03-30",2006,89,18.675,10.664,902.236,0.954,399.966,8.675,5.119,0.483,2.528,21.324175,14.2068,83.3755145825,13.591667475
"2003-03-31",2006,90,17.782,6.016,900.464,0.667,399.966,7.782,2.888,0.512,1.405,19.577325,14.971,90.527447915,33.08333825
"2003-04-01",2006,91,19.074,19.954,900.411,1.334,399.966,9.074,9.578,0.34,5.216,20.402475,15.214325,86.410747915,23.2666691
"2003-04-02",2006,92,19.33,21.156,900.593,1.496,399.966,9.33,10.155,0.332,6.974,20.89195,14.803975,86.7609145825,12.4749997
"2003-04-03",2006,93,18.968,17.145,899.979,1.294,399.966,8.968,8.23,0.393,4.715,17.31565,12.8175,90.8709947925,17.8083345
"2003-04-04",2006,94,19.808,18.516,899.109,1.379,399.966,9.808,8.888,0.359,6.741,20.49505,14.555,86.4964812525,49.200041475
"2003-04-05",2006,95,19.462,17.759,899.488,1.529,399.966,9.462,8.524,0.377,5.088,21.661875,12.673325,83.697191665,16.033333625
"2003-04-06",2006,96,18.515,19.887,899.939,1.49,399.966,8.515,9.546,0.356,4.348,20.3686,14.4925,89.6138062525,20.3749988
"2003-04-07",2006,97,17.925,14.865,899.877,1.236,399.966,7.925,7.135,0.418,3.142,20.9075,15.42225,90.9454093725,29.116667175
"2003-04-08",2006,98,18.117,10.988,899.173,1.041,399.966,8.117,5.274,0.469,2.924,20.50665,13.402525,87.8491614575,15.675000475
"2003-04-09",2006,99,18.939,15.046,898.399,1.201,399.966,8.939,7.222,0.423,3.443,21.272225,14.09945,86.130277085,19.683344575
"2003-04-10",2006,100,19.011,11.644,898.298,1.038,399.966,9.011,5.589,0.474,2.573,19.964575,14.63125,89.1728020825,16.6583358
"2003-04-11",2006,101,18.034,5.177,898.913,0.63,399.966,8.034,2.485,0.51,0.723,20.75265,15.079325,91.367847915,32.825018525
"2003-04-12",2006,102,19.491,12.196,900.729,0.655,399.966,9.491,5.854,0.466,2.07,20.487825,14.7403,90.6716260425,28.4666524
"2003-04-13",2006,103,19.324,6.471,901.244,0.504,399.966,9.324,3.106,0.52,1.755,21.6975,15.55435,90.9440364575,49.666672875
"2003-04-14",2006,104,19.226,8.7,900.204,0.661,399.966,9.226,4.176,0.492,2.642,19.157875,15.9525,94.76571979,30.85832405
"2003-04-15",2006,105,19.114,7.568,900.222,0.686,399.966,9.114,3.633,0.484,1.766,20.5935,11.970375,83.6887677075,22.76667135
"2003-04-16",2006,106,18.923,10.382,900.082,0.743,399.966,8.923,4.983,0.482,2.367,20.9815,15.3642,88.0267083325,25.866665825
"2003-04-17",2006,107,18.962,9.711,899.529,0.741,399.966,8.962,4.662,0.5,3.076,19.557025,14.370775,87.748197915,22.9833332
"2003-04-18",2006,108,19.018,9.073,899.316,0.638,399.966,9.018,4.355,0.491,2.938,20.019475,14.438525,89.946522915,25.983327025
"2003-04-19",2006,109,19.391,12.5,900.121,0.809,399.966,9.391,6,0.449,2.514,21.780725,15.23295,88.4619729175,15.924999075
"2003-04-20",2006,110,19.949,15.801,900.396,0.946,399.966,9.949,7.584,0.42,3.006,21.74705,16.264825,91.2649604175,18.391665025
"2003-04-21",2006,111,20.056,17.038,900.874,1.075,399.966,10.056,8.178,0.388,4.934,20.353525,16.6754,94.5825604175,26.175000125
"2003-04-22",2006,112,20.342,19.589,901.536,0.993,399.966,10.342,9.403,0.352,3.805,20.824575,16.445,93.593765625,27.39999725
"2003-04-23",2006,113,19.057,13.966,900.676,1.001,399.966,9.057,6.704,0.446,2.87,20.103925,15.7575,94.0160562525,29.85000005
"2003-04-24",2006,114,19.448,19.859,900.437,1.199,399.966,9.448,9.532,0.358,4.56,19.893275,16.20685,93.597045835,31.833309375
"2003-04-25",2006,115,18.591,10.343,899.77,0.788,399.966,8.591,4.964,0.506,2.755,20.326825,16.678625,93.7806625,33.691649175
"2003-04-26",2006,116,20.097,18.625,899.602,1.06,399.966,10.097,8.94,0.38,3.543,23.2025,16.157625,86.25660625,25.45833215
"2003-04-27",2006,117,21.435,18.926,899.519,0.943,399.966,11.435,9.084,0.358,4.112,23.592225,17.6873,85.0316093725,12.03333725
"2003-04-28",2006,118,22.145,18.426,898.881,0.918,399.966,12.145,8.844,0.374,4.605,24.495,17.83045,75.1512302075,3.16666675
"2003-04-29",2006,119,22.058,20.332,898.376,1.152,399.966,12.058,9.759,0.342,5.442,24.14115,17.867675,56.4455656275,0
"2003-04-30",2006,120,20.861,15.916,898.537,1.15,399.966,10.861,7.64,0.404,4.886,24.31105,17.70455,51.04303646,0.2083335
"2003-05-01",2006,121,20.242,10.875,898.219,0.92,399.966,10.242,5.22,0.467,4.458,23.097275,15.7725,73.3384874975,1.1666664
"2003-05-02",2006,122,19.608,9.852,897.891,0.779,399.966,9.608,4.729,0.489,3.209,20.358375,16.1205,87.28288646,8.849997125
"2003-05-03",2006,123,19.031,10.776,898.053,0.935,399.966,9.031,5.173,0.471,2.858,21.725575,16.093075,86.962854165,12.925001925
"2003-05-04",2006,124,19.307,16.753,898.924,1.178,399.966,9.307,8.041,0.396,3.923,20.9907,14.605875,80.1861041675,3.833334275
"2003-05-05",2006,125,19.8,16.844,898.809,0.815,399.966,9.8,8.085,0.407,2.881,23.268325,14.3775,75.413040625,0.36666685
"2003-05-06",2006,126,20.415,19.27,898.284,1.025,399.966,10.415,9.25,0.346,2.913,21.7271,14.481475,81.6220520825,16.6833365
"2003-05-07",2006,127,20.301,18.173,897.739,1.047,399.966,10.301,8.723,0.356,2.932,22.23925,15.366125,84.3038635425,7.3083335
"2003-05-08",2006,128,20.172,13.479,897.307,0.803,399.966,10.172,6.47,0.444,2.136,23.2251,15.7271,78.1036166675,2.11666735
"2003-05-09",2006,129,19.584,10.201,897.249,0.854,399.966,9.584,4.896,0.479,1.905,23.052325,15.626225,67.7639906225,6.2250021
"2003-05-10",2006,130,20.474,18.421,897.54,1.104,399.966,10.474,8.842,0.36,2.572,19.660625,15.79555,90.3161947925,24.825000125
"2003-05-11",2006,131,20.175,15.584,898.116,0.874,399.966,10.175,7.48,0.397,1.997,20.694225,16.082675,92.12756771,25.0083292
"2003-05-12",2006,132,19.541,3.236,898.236,0.931,399.966,9.541,1.553,0.521,0.619,22.047875,16.192375,85.1874489575,8.399998025
"2003-05-13",2006,133,19.003,3.705,898.094,0.839,399.966,9.003,1.778,0.521,0.477,22.834925,15.084325,83.0902864575,6.25833485
"2003-05-14",2006,134,18.493,1.692,898.908,0.508,399.966,8.493,0.812,0.521,0.231,23.0083,15.033475,87.81804479,34.766637425
"2003-05-15",2006,135,19.204,5.696,899.41,0.492,399.966,9.204,2.734,0.498,1.341,23.0775,14.992225,83.684490625,12.51666485
"2003-05-16",2006,136,17.817,3.541,898.525,0.722,399.966,7.817,1.7,0.514,0.973,21.0575,13.471475,84.2409489575,51.766698625
"2003-05-17",2006,137,19.225,12.821,898.138,0.8,399.966,9.225,6.154,0.443,3.148,21.57,16.432775,91.021819795,61.108318575
"2003-05-18",2006,138,19.516,13.144,897.9,0.716,399.966,9.516,6.309,0.446,2.279,20.95385,16.2825,91.5824145825,32.808321475
"2003-05-19",2006,139,19.284,8.773,898.692,0.595,399.966,9.284,4.211,0.483,1.452,20.825725,17.1758,92.6379572925,41.850021675
"2003-05-20",2006,140,18.825,7.912,899.617,0.723,399.966,8.825,3.798,0.499,1.171,21.350225,16.98415,92.2218229175,28.666667325
"2003-05-21",2006,141,20.069,13.548,899.476,0.857,399.966,10.069,6.503,0.45,2.17,21.092525,16.74565,91.4094541675,41.6416672
"2003-05-22",2006,142,20.118,13.909,898.829,0.886,399.966,10.118,6.676,0.418,2.361,22.521275,16.658225,89.2761635425,40.99168635
"2003-05-23",2006,143,19.846,11.637,894.659,1.013,399.966,9.846,5.586,0.475,2.253,23.086875,16.6329,86.706758335,34.5999945
"2003-05-24",2006,144,18.882,1.829,894.536,0.506,399.966,8.882,0.878,0.521,0.286,22.73995,15.734625,86.4968354175,28.65830165
"2003-05-25",2006,145,19.616,12.77,894.413,0.796,399.966,9.616,6.129,0.445,1.699,22.825,15.666175,85.8340489575,14.608334375
"2003-05-26",2006,146,19.299,9.185,893.832,0.669,399.966,9.299,4.409,0.494,1.473,20.83015,15.07455,90.7051416675,27.058330875
"2003-05-27",2006,147,17.87,5.641,893.684,0.799,399.966,7.87,2.708,0.512,0.338,20.486325,15.35,90.369071875,36.374998075
"2003-05-28",2006,148,18.366,16.556,894.455,1.016,399.966,8.366,7.947,0.407,4.437,20.241225,16.030425,93.01708229,26.92500725
"2003-05-29",2006,149,19.276,19.364,895.844,1.118,399.966,9.276,9.295,0.339,5.59,21.435675,15.48395,87.4477354175,9.0499956
"2003-05-30",2006,150,19.846,18.909,896.384,1.09,399.966,9.846,9.076,0.354,3.496,21.433325,16.28195,89.4712125,29.7666685
"2003-05-31",2006,151,19.866,13.061,896.084,0.926,399.966,9.866,6.269,0.462,2.597,20.146725,16.218525,91.7519104175,27.26666325
"2003-06-01",2006,152,20.967,21.387,896.057,1.065,399.966,10.967,10.266,0.315,3.728,22.639425,16.35655,88.544071875,18.4000053
"2003-06-02",2006,153,21.177,16.332,895.85,0.761,399.966,11.177,7.839,0.407,2.713,22.8163,16.822325,89.520629165,36.6416898
"2003-06-03",2006,154,21.052,13.87,895.503,0.716,399.966,11.052,6.658,0.438,2.545,21.903475,17.38415,90.9696760425,22.9999937
"2003-06-04",2006,155,19.839,10.835,894.844,0.327,399.966,9.839,5.201,0.422,1.879,21.5662,17.1125,93.30326354,20.0333232
"2003-06-05",2006,156,20.411,18.272,894.98,0.58,399.966,10.411,8.771,0.339,3.27,22.9347,17.14225,89.174435415,13.058331225
"2003-06-06",2006,157,19.983,14.65,895.169,0.536,399.966,9.983,7.032,0.379,1.936,21.723375,16.983225,89.00443021,6.4166661
"2003-06-07",2006,158,19.779,9.745,896.18,0.494,399.966,9.779,4.678,0.466,1.49,22.683475,17.388075,86.9101958325,7.5916675
"2003-06-08",2006,159,19.822,8.161,895.878,0.395,399.966,9.822,3.917,0.495,2.574,24.3075,16.82145,83.105260415,3.94166625
"2003-06-09",2006,160,19.725,11.664,896.309,0.686,399.966,9.725,5.599,0.457,2.329,24.508875,17.048,81.063197915,26.95833425
"2003-06-10",2006,161,19.539,9.039,896.644,0.616,399.966,9.539,4.338,0.471,2.634,23.86435,16.261325,81.8666781225,19.199993725
"2003-06-11",2006,162,20.065,12.255,896.817,0.61,399.966,10.065,5.883,0.469,2.796,21.553775,14.99165,86.5053583325,18.7333335
"2003-06-12",2006,163,19.752,9.489,896.057,0.695,399.966,9.752,4.555,0.463,1.479,22.089175,16.352525,89.7745552075,23.983334525
"2003-06-13",2006,164,20.906,15.858,895.444,0.834,399.966,10.906,7.612,0.405,3.902,23.233875,16.99015,88.59259271,24.283331975
"2003-06-14",2006,165,19.688,6.493,896.711,0.617,399.966,9.688,3.117,0.494,2.249,22.696175,17.503075,90.537071875,30.19999255
"2003-06-15",2006,166,20.28,14.56,898.557,0.98,399.966,10.28,6.989,0.403,2.718,22.782675,17.25315,90.3355656275,38.73333625
"2003-06-16",2006,167,20.16,6.117,897.738,0.731,399.966,10.16,2.936,0.517,1.294,22.8205,16.242725,86.9134895825,21.499998725
"2003-06-17",2006,168,19.968,4.765,896.625,0.545,399.966,9.968,2.287,0.51,0.72,23.26275,16.239075,83.0234354175,29.883334375
"2003-06-18",2006,169,20.717,14.296,897.18,0.893,399.966,10.717,6.862,0.408,2.159,24.340125,16.773525,83.6446333325,30.983307025
"2003-06-19",2006,170,21.025,15.418,898.305,0.95,399.966,11.025,7.401,0.417,1.981,23.791975,17.37205,86.6619885425,44.1916729
"2003-06-20",2006,171,20.205,6.389,897.959,0.928,399.966,10.205,3.067,0.51,1.019,22.98,16.729425,88.9203249975,60.32500475
"2003-06-21",2006,172,18.89,3.086,896.55,0.606,399.966,8.89,1.481,0.52,0.455,22.372625,15.9533,89.0084291675,41.46667815
"2003-06-22",2006,173,18.532,1.302,899.172,0.606,399.966,8.532,0.625,0.521,0.375,21.346225,14.4,87.7599322925,26.43334065
"2003-06-23",2006,174,19.9,9.851,898.155,0.745,399.966,9.9,4.729,0.475,1.24,22.09495,16.343075,86.34980104,18.050000475
"2003-06-24",2006,175,21.371,19.344,898.216,1.121,399.966,11.371,9.285,0.348,2.597,22.962575,16.880425,89.5066270825,7.51666875
"2003-06-25",2006,176,20.54,8.585,899.439,1.087,399.966,10.54,4.121,0.484,1.285,24.331475,16.459975,79.7947854175,6.891667625
"2003-06-26",2006,177,20.198,9.249,899.165,0.98,399.966,10.198,4.439,0.469,0.853,23.293925,15.401025,76.5961437475,3.36666715
"2003-06-27",2006,178,19.242,1.487,898.351,0.85,399.966,9.242,0.714,0.521,0,24.092175,14.647,83.180209375,5.73333405
"2003-06-28",2006,179,20.494,11.915,897.973,0.898,399.966,10.494,5.719,0.455,1.206,23.356075,18.013325,88.577715625,3.96666755
"2003-06-29",2006,180,20.131,11.047,898.562,0.734,399.966,10.131,5.302,0.462,1.819,24.786375,17.1408,78.976090625,3.04999925
"2003-06-30",2006,181,19.314,9.103,898.312,0.805,399.966,9.314,4.369,0.492,1.278,21.61485,16.5271,85.2671343775,8.8583336
"2003-07-01",2006,182,19.637,17.308,897.937,1.068,399.966,9.637,8.308,0.394,2.068,23.4705,15.1907,83.97415625,10.849998575
"2003-07-02",2006,183,20.566,14.545,898.174,0.816,399.966,10.566,6.981,0.423,3.239,24.318125,16.068875,85.3596208325,7.11666675
"2003-07-03",2006,184,19.405,2.333,898.448,1.4,399.966,9.405,1.12,0.521,0.451,25.340375,16.1969,72.3724031275,1.55000015
"2003-07-04",2006,185,19.773,11.798,898.623,0.974,399.966,9.773,5.663,0.464,1.983,23.770175,15.97,85.9731510425,9.73333135
"2003-07-05",2006,186,20.322,12.441,899.49,0.862,399.966,10.322,5.972,0.445,1.35,25.6819,15.68355,77.440627085,1.850000175
"2003-07-06",2006,187,18.756,0.878,899.086,0.693,399.966,8.756,0.422,0.521,0.087,23.332475,16.066475,78.3091645825,2.70000035
"2003-07-07",2006,188,18.992,8.268,899.148,0.774,399.966,8.992,3.969,0.508,0.886,23.42795,17.67,87.9626999975,15.891666775
"2003-07-08",2006,189,18.825,10.872,900.12,0.722,399.966,8.825,5.219,0.456,1.022,24.1385,15.8,84.2613312475,23.574993575
"2003-07-09",2006,190,19.265,13.341,899.97,0.686,399.966,9.265,6.404,0.448,1.462,24.3145,16.5383,83.94280729,39.316671575
"2003-07-10",2006,191,19.178,13.496,899.396,0.936,399.966,9.178,6.478,0.426,1.827,22.996425,17.22065,82.2239833325,29.83334365
"2003-07-11",2006,192,19.084,8.435,899.604,0.643,399.966,9.084,4.049,0.486,1.112,21.65605,16.823,88.6870291675,22.374989175
"2003-07-12",2006,193,18.832,10.808,899.561,0.614,399.966,8.832,5.188,0.473,1.244,21.8716,15.40655,80.01361979,6.4083356
"2003-07-13",2006,194,19.253,13.951,899.468,0.667,399.966,9.253,6.697,0.44,1.733,23.224875,16.287775,82.5421874975,4.166667475
